id,chance,max_level,min_level,encounter_method_id,location_area_id,creature_id,max_chance
228,40,40,30,4,4,224,45
229,4,55,40,4,4,224,45
230,1,55,40,4,4,224,45
231,30,40,30,5,4,278,30
232,30,45,35,5,4,279,30
233,30,45,35,5,4,279,30
234,1,50,30,5,4,279,1
235,5,40,30,5,4,458,10
236,4,40,30,5,4,458,10
237,1,45,35,5,4,458,10
238,5,40,30,5,4,458,10
239,4,40,30,5,4,458,10
240,1,45,35,5,4,458,10
241,30,40,35,5,5,73,35
242,4,45,40,5,5,73,35
243,1,45,40,5,5,73,35
244,30,40,35,5,5,73,35
245,4,45,40,5,5,73,35
246,1,45,40,5,5,73,35
247,4,50,30,5,5,73,5
248,1,50,30,5,5,73,5
249,60,6,4,2,5,129,155
250,30,7,3,2,5,129,155
251,5,10,5,2,5,129,155
252,4,10,5,2,5,129,155
253,1,10,5,2,5,129,155
254,40,20,15,3,5,129,155
255,15,25,10,3,5,129,155
256,60,6,4,2,5,129,155
257,30,7,3,2,5,129,155
258,5,10,5,2,5,129,155
259,4,10,5,2,5,129,155
260,1,10,5,2,5,129,155
261,40,20,15,3,5,129,155
262,15,25,10,3,5,129,155
263,60,6,4,2,5,129,155
264,30,7,3,2,5,129,155
265,5,10,5,2,5,129,155
266,4,10,5,2,5,129,155
267,1,15,5,2,5,129,155
268,40,20,15,3,5,129,155
269,15,25,10,3,5,129,155
270,40,40,30,4,5,130,40
271,40,40,30,4,5,130,40
272,40,55,30,4,5,130,40
273,40,20,15,3,5,223,45
274,4,25,10,3,5,223,45
275,1,25,10,3,5,223,45
276,40,20,15,3,5,223,45
277,4,25,10,3,5,223,45
278,1,25,10,3,5,223,45
279,40,20,15,3,5,223,45
280,4,25,10,3,5,223,45
281,1,25,10,3,5,223,45
282,40,40,30,4,5,224,45
283,4,50,20,4,5,224,45
284,1,50,20,4,5,224,45
285,40,40,30,4,5,224,45
286,4,50,20,4,5,224,45
287,1,50,20,4,5,224,45
288,40,40,30,4,5,224,45
289,4,55,40,4,5,224,45
290,1,55,40,4,5,224,45
291,60,40,30,5,5,278,60
292,60,40,35,5,5,279,65
293,5,45,40,5,5,279,65
294,60,40,35,5,5,279,65
295,5,45,40,5,5,279,65
296,30,50,30,5,5,279,35
297,5,50,30,5,5,279,35
298,15,30,20,4,5,370,15
299,15,30,20,4,5,370,15
300,15,30,20,4,5,370,15
301,10,7,7,1,6,41,20
302,10,7,7,1,6,41,20
303,10,7,7,1,6,41,20
304,10,7,7,1,6,41,20
305,10,5,5,1,6,41,25
306,10,6,6,1,6,41,25
307,4,7,7,1,6,41,25
308,1,7,7,1,6,41,25
309,20,6,6,1,6,74,70
310,20,6,6,1,6,74,70
311,10,7,7,1,6,74,70
312,10,7,7,1,6,74,70
313,4,9,9,1,6,74,70
314,4,9,9,1,6,74,70
315,1,5,5,1,6,74,70
316,1,5,5,1,6,74,70
317,20,6,6,1,6,74,70
318,20,6,6,1,6,74,70
319,10,7,7,1,6,74,70
320,10,7,7,1,6,74,70
321,4,9,9,1,6,74,70
322,4,9,9,1,6,74,70
323,1,5,5,1,6,74,70
324,1,5,5,1,6,74,70
325,20,5,5,1,6,74,86
326,20,6,6,1,6,74,86
327,10,4,4,1,6,74,86
328,10,7,7,1,6,74,86
329,4,8,8,1,6,74,86
330,4,7,7,1,6,74,86
331,4,7,7,1,6,74,86
332,4,7,7,1,6,74,86
333,4,7,7,1,6,74,86
334,4,7,7,1,6,74,86
335,1,8,8,1,6,74,86
336,1,7,7,1,6,74,86
337,5,8,8,1,6,95,10
338,5,8,8,1,6,95,10
339,5,8,8,1,6,95,10
340,5,8,8,1,6,95,10
341,5,6,6,1,6,95,10
342,5,8,8,1,6,95,10
343,10,8,8,1,7,41,20
344,10,8,8,1,7,41,20
345,10,8,8,1,7,41,20
346,10,8,8,1,7,41,20
347,10,6,6,1,7,41,25
348,10,7,7,1,7,41,25
349,4,8,8,1,7,41,25
350,1,8,8,1,7,41,25
351,20,7,7,1,7,74,70
352,20,7,7,1,7,74,70
353,10,8,8,1,7,74,70
354,10,8,8,1,7,74,70
355,4,10,10,1,7,74,70
356,4,10,10,1,7,74,70
357,1,6,6,1,7,74,70
358,1,6,6,1,7,74,70
359,20,7,7,1,7,74,70
360,20,7,7,1,7,74,70
361,10,8,8,1,7,74,70
362,10,8,8,1,7,74,70
363,4,10,10,1,7,74,70
364,4,10,10,1,7,74,70
365,1,6,6,1,7,74,70
366,1,6,6,1,7,74,70
367,20,6,6,1,7,74,86
368,20,7,7,1,7,74,86
369,10,5,5,1,7,74,86
370,10,8,8,1,7,74,86
371,4,9,9,1,7,74,86
372,4,8,8,1,7,74,86
373,4,8,8,1,7,74,86
374,4,8,8,1,7,74,86
375,4,8,8,1,7,74,86
376,4,8,8,1,7,74,86
377,1,9,9,1,7,74,86
378,1,8,8,1,7,74,86
379,5,9,9,1,7,95,10
380,5,9,9,1,7,95,10
381,5,9,9,1,7,95,10
382,5,9,9,1,7,95,10
383,5,7,7,1,7,95,10
384,5,9,9,1,7,95,10
385,60,30,20,5,8,72,60
386,60,30,20,5,8,72,60
387,30,30,20,5,8,72,30
388,5,40,20,5,8,73,5
389,5,40,20,5,8,73,5
390,1,40,20,5,8,73,1
391,15,40,20,4,8,90,15
392,15,40,20,4,8,90,15
393,15,50,20,4,8,90,15
394,60,6,4,2,8,129,155
395,30,7,3,2,8,129,155
396,5,10,5,2,8,129,155
397,4,10,5,2,8,129,155
398,1,10,5,2,8,129,155
399,40,20,15,3,8,129,155
400,15,25,10,3,8,129,155
401,60,6,4,2,8,129,155
402,30,7,3,2,8,129,155
403,5,10,5,2,8,129,155
404,4,10,5,2,8,129,155
405,1,10,5,2,8,129,155
406,40,20,15,3,8,129,155
407,15,25,10,3,8,129,155
408,60,6,4,2,8,129,155
409,30,7,3,2,8,129,155
410,5,10,5,2,8,129,155
411,4,10,5,2,8,129,155
412,1,15,5,2,8,129,155
413,40,20,15,3,8,129,155
414,15,25,10,3,8,129,155
415,40,40,30,4,8,130,40
416,40,40,30,4,8,130,40
417,40,55,30,4,8,130,40
418,10,8,8,1,8,179,22
419,10,7,7,1,8,179,22
420,1,9,9,1,8,179,22
421,1,9,9,1,8,179,22
422,10,8,8,1,8,179,22
423,10,7,7,1,8,179,22
424,1,9,9,1,8,179,22
425,1,9,9,1,8,179,22
426,10,10,10,1,8,179,22
427,10,11,11,1,8,179,22
428,1,11,11,1,8,179,22
429,1,12,12,1,8,179,22
430,4,9,9,1,8,239,8
431,4,9,9,1,8,239,8
432,4,9,9,1,8,239,8
433,4,9,9,1,8,239,8
434,30,30,20,5,8,278,30
435,30,30,20,5,8,278,30
436,4,40,20,5,8,279,5
437,1,40,20,5,8,279,5
438,4,40,20,5,8,279,5
439,1,40,20,5,8,279,5
440,20,7,7,1,8,309,40
441,20,7,7,1,8,309,40
442,20,7,7,1,8,309,40
443,20,7,7,1,8,309,40
444,20,9,9,1,8,309,40
445,20,10,10,1,8,309,40
446,10,8,8,1,8,399,10
447,10,8,8,1,8,399,10
448,20,10,10,1,8,403,20
449,20,7,7,1,8,417,25
450,5,8,8,1,8,417,25
451,20,7,7,1,8,417,25
452,5,8,8,1,8,417,25
453,5,9,9,1,8,417,10
454,5,11,11,1,8,417,10
455,20,7,7,1,8,418,51
456,10,8,8,1,8,418,51
457,4,9,9,1,8,418,51
458,4,9,9,1,8,418,51
459,4,9,9,1,8,418,51
460,4,9,9,1,8,418,51
461,4,9,9,1,8,418,51
462,1,9,9,1,8,418,51
463,20,7,7,1,8,418,51
464,10,8,8,1,8,418,51
465,4,9,9,1,8,418,51
466,4,9,9,1,8,418,51
467,4,9,9,1,8,418,51
468,4,9,9,1,8,418,51
469,4,9,9,1,8,418,51
470,1,9,9,1,8,418,51
471,10,9,9,1,8,418,25
472,10,10,10,1,8,418,25
473,4,11,11,1,8,418,25
474,1,11,11,1,8,418,25
475,10,8,8,1,8,422,46
476,10,7,7,1,8,422,46
477,5,9,9,1,8,422,46
478,4,9,9,1,8,422,46
479,4,9,9,1,8,422,46
480,4,9,9,1,8,422,46
481,4,9,9,1,8,422,46
482,4,9,9,1,8,422,46
483,1,9,9,1,8,422,46
484,10,8,8,1,8,422,46
485,10,7,7,1,8,422,46
486,5,9,9,1,8,422,46
487,4,9,9,1,8,422,46
488,4,9,9,1,8,422,46
489,4,9,9,1,8,422,46
490,4,9,9,1,8,422,46
491,4,9,9,1,8,422,46
492,1,9,9,1,8,422,46
493,20,9,9,1,8,422,105
494,10,10,10,1,8,422,105
495,10,11,11,1,8,422,105
496,4,12,12,1,8,422,105
497,1,12,12,1,8,422,105
498,60,30,20,5,8,422,105
499,5,40,20,5,8,423,9
500,4,40,20,5,8,423,9
501,100,22,22,20,8,425,100
502,100,22,22,20,8,425,100
503,100,15,15,20,8,425,100
504,40,20,15,3,8,456,45
505,4,25,10,3,8,456,45
506,1,25,10,3,8,456,45
507,40,20,15,3,8,456,45
508,4,25,10,3,8,456,45
509,1,25,10,3,8,456,45
510,40,20,15,3,8,456,45
511,4,25,10,3,8,456,45
512,1,25,10,3,8,456,45
513,40,40,30,4,8,457,45
514,4,50,30,4,8,457,45
515,1,50,30,4,8,457,45
516,40,40,30,4,8,457,45
517,4,50,30,4,8,457,45
518,1,50,30,4,8,457,45
519,40,40,30,4,8,457,45
520,4,55,40,4,8,457,45
521,1,55,40,4,8,457,45
522,4,13,13,1,9,10,4
523,4,12,12,1,9,11,8
524,4,12,12,1,9,11,8
525,4,12,12,1,9,11,8
526,4,12,12,1,9,11,8
527,4,13,13,1,9,11,4
528,4,13,13,1,9,13,4
529,4,12,12,1,9,14,8
530,4,12,12,1,9,14,8
531,4,12,12,1,9,14,8
532,4,12,12,1,9,14,8
533,4,13,13,1,9,14,4
534,4,13,13,1,9,92,8
535,4,13,13,1,9,92,8
536,10,12,12,1,9,163,10
537,10,11,11,1,9,198,20
538,10,10,10,1,9,198,20
539,10,11,11,1,9,200,20
540,10,10,10,1,9,200,20
541,4,12,12,1,9,204,8
542,4,12,12,1,9,204,8
543,4,12,12,1,9,204,8
544,4,12,12,1,9,204,8
545,4,13,13,1,9,204,8
546,4,13,13,1,9,204,8
547,20,10,10,1,9,265,40
548,10,11,11,1,9,265,40
549,10,11,11,1,9,265,40
550,20,10,10,1,9,265,40
551,10,11,11,1,9,265,40
552,10,11,11,1,9,265,40
553,10,10,10,1,9,265,20
554,10,10,10,1,9,265,20
555,20,10,10,1,9,266,20
556,5,12,12,1,9,266,5
557,1,12,12,1,9,267,2
558,1,12,12,1,9,267,2
559,1,14,14,1,9,267,1
560,20,10,10,1,9,268,20
561,5,12,12,1,9,268,5
562,1,12,12,1,9,269,2
563,1,12,12,1,9,269,2
564,1,14,14,1,9,269,1
565,4,12,12,1,9,273,8
566,4,12,12,1,9,273,8
567,4,12,12,1,9,273,8
568,4,12,12,1,9,273,8
569,4,13,13,1,9,273,8
570,4,13,13,1,9,273,8
571,20,10,10,1,9,287,40
572,20,10,10,1,9,287,40
573,20,10,10,1,9,287,40
574,20,10,10,1,9,287,40
575,20,11,11,1,9,287,40
576,20,10,10,1,9,287,40
577,10,10,10,1,9,290,22
578,10,11,11,1,9,290,22
579,1,12,12,1,9,290,22
580,1,12,12,1,9,290,22
581,10,10,10,1,9,290,22
582,10,11,11,1,9,290,22
583,1,12,12,1,9,290,22
584,1,12,12,1,9,290,22
585,10,11,11,1,9,290,22
586,10,12,12,1,9,290,22
587,1,14,14,1,9,290,22
588,1,14,14,1,9,290,22
589,10,12,12,1,9,399,10
590,10,10,10,1,9,401,20
591,10,12,12,1,9,401,20
592,10,10,10,1,9,406,43
593,10,10,10,1,9,406,43
594,10,11,11,1,9,406,43
595,5,12,12,1,9,406,43
596,4,12,12,1,9,406,43
597,4,12,12,1,9,406,43
598,10,10,10,1,9,406,43
599,10,10,10,1,9,406,43
600,10,11,11,1,9,406,43
601,5,12,12,1,9,406,43
602,4,12,12,1,9,406,43
603,4,12,12,1,9,406,43
604,20,10,10,1,9,406,40
605,10,12,12,1,9,406,40
606,10,11,11,1,9,406,40
607,10,10,10,1,9,427,23
608,5,11,11,1,9,427,23
609,4,12,12,1,9,427,23
610,4,12,12,1,9,427,23
611,10,10,10,1,9,427,23
612,5,11,11,1,9,427,23
613,4,12,12,1,9,427,23
614,4,12,12,1,9,427,23
615,20,11,11,1,9,427,28
616,4,13,13,1,9,427,28
617,4,13,13,1,9,427,28
618,60,30,20,5,10,72,60
619,60,30,20,5,10,72,60
620,60,30,20,5,10,72,60
621,5,40,20,5,10,73,5
622,5,40,20,5,10,73,5
623,5,40,20,5,10,73,9
624,4,40,20,5,10,73,9
625,20,29,29,1,10,81,40
626,20,28,28,1,10,81,40
627,20,29,29,1,10,81,40
628,20,28,28,1,10,81,40
629,20,29,29,1,10,81,30
630,5,28,28,1,10,81,30
631,5,30,30,1,10,81,30
632,15,40,20,4,10,90,15
633,15,40,20,4,10,90,15
634,15,50,20,4,10,90,15
635,20,28,28,1,10,126,40
636,10,29,29,1,10,126,40
637,10,29,29,1,10,126,40
638,60,6,4,2,10,129,155
639,30,7,3,2,10,129,155
640,5,10,5,2,10,129,155
641,4,10,5,2,10,129,155
642,1,10,5,2,10,129,155
643,40,20,15,3,10,129,155
644,15,25,10,3,10,129,155
645,60,6,4,2,10,129,155
646,30,7,3,2,10,129,155
647,5,10,5,2,10,129,155
648,4,10,5,2,10,129,155
649,1,10,5,2,10,129,155
650,40,20,15,3,10,129,155
651,15,25,10,3,10,129,155
652,60,6,4,2,10,129,155
653,30,7,3,2,10,129,155
654,5,10,5,2,10,129,155
655,4,10,5,2,10,129,155
656,1,15,5,2,10,129,155
657,40,20,15,3,10,129,155
658,15,25,10,3,10,129,155
659,40,40,30,4,10,130,40
660,40,40,30,4,10,130,40
661,40,55,30,4,10,130,40
662,10,29,29,1,10,187,20
663,10,29,29,1,10,187,20
664,1,30,30,1,10,188,2
665,1,30,30,1,10,188,2
666,10,29,29,1,10,278,40
667,30,30,20,5,10,278,40
668,10,29,29,1,10,278,40
669,30,30,20,5,10,278,40
670,4,40,20,5,10,279,5
671,1,40,20,5,10,279,5
672,4,40,20,5,10,279,5
673,1,40,20,5,10,279,5
674,10,29,29,1,10,304,22
675,10,29,29,1,10,304,22
676,1,30,30,1,10,304,22
677,1,30,30,1,10,304,22
678,10,30,30,1,10,304,22
679,10,30,30,1,10,304,22
680,1,31,31,1,10,304,22
681,1,31,31,1,10,304,22
682,10,28,28,1,10,403,10
683,10,28,28,1,10,403,10
684,10,29,29,1,10,404,10
685,10,29,29,1,10,404,10
686,5,29,29,1,10,417,10
687,5,29,29,1,10,417,10
688,5,29,29,1,10,417,10
689,5,29,29,1,10,417,10
690,20,29,29,1,10,419,25
691,4,30,30,1,10,419,25
692,1,30,30,1,10,419,25
693,20,29,29,1,10,419,25
694,4,30,30,1,10,419,25
695,1,30,30,1,10,419,25
696,10,29,29,1,10,419,25
697,10,30,30,1,10,419,25
698,4,31,31,1,10,419,25
699,1,31,31,1,10,419,25
700,20,28,28,1,10,422,20
701,20,28,28,1,10,422,20
702,30,30,20,5,10,422,30
703,10,29,29,1,10,423,15
704,4,30,30,1,10,423,15
705,1,30,30,1,10,423,15
706,10,29,29,1,10,423,15
707,4,30,30,1,10,423,15
708,1,30,30,1,10,423,15
709,10,29,29,1,10,423,26
710,10,30,30,1,10,423,26
711,4,31,31,1,10,423,26
712,1,31,31,1,10,423,26
713,1,40,20,5,10,423,26
714,40,20,15,3,10,456,45
715,4,25,10,3,10,456,45
716,1,25,10,3,10,456,45
717,40,20,15,3,10,456,45
718,4,25,10,3,10,456,45
719,1,25,10,3,10,456,45
720,40,20,15,3,10,456,45
721,4,25,10,3,10,456,45
722,1,25,10,3,10,456,45
723,40,40,30,4,10,457,45
724,4,50,20,4,10,457,45
725,1,50,20,4,10,457,45
726,40,40,30,4,10,457,45
727,4,50,20,4,10,457,45
728,1,50,20,4,10,457,45
729,40,40,30,4,10,457,45
730,4,55,40,4,10,457,45
731,1,55,40,4,10,457,45
732,10,17,17,1,11,35,20
733,10,17,17,1,11,35,20
734,10,14,14,1,11,41,120
735,10,14,14,1,11,41,120
736,10,15,15,1,11,41,120
737,60,30,20,5,11,41,120
738,30,40,20,5,11,41,120
739,10,14,14,1,11,41,120
740,10,14,14,1,11,41,120
741,10,15,15,1,11,41,120
742,60,30,20,5,11,41,120
743,30,40,20,5,11,41,120
744,10,18,18,1,11,41,105
745,4,19,19,1,11,41,105
746,1,19,19,1,11,41,105
747,60,30,20,5,11,41,105
748,30,30,20,5,11,41,105
749,5,40,30,5,11,42,10
750,4,40,30,5,11,42,10
751,1,40,20,5,11,42,10
752,5,40,30,5,11,42,10
753,4,40,30,5,11,42,10
754,1,40,20,5,11,42,10
755,5,40,20,5,11,42,10
756,4,40,20,5,11,42,10
757,1,40,20,5,11,42,10
758,20,15,15,1,11,66,25
759,4,16,16,1,11,66,25
760,1,16,16,1,11,66,25
761,20,15,15,1,11,66,25
762,4,16,16,1,11,66,25
763,1,16,16,1,11,66,25
764,10,20,20,1,11,66,10
765,20,15,15,1,11,74,40
766,10,14,14,1,11,74,40
767,10,14,14,1,11,74,40
768,20,15,15,1,11,74,40
769,10,14,14,1,11,74,40
770,10,14,14,1,11,74,40
771,20,19,19,1,11,74,30
772,10,17,17,1,11,74,30
773,60,6,4,2,11,129,155
774,30,7,3,2,11,129,155
775,5,10,5,2,11,129,155
776,4,10,5,2,11,129,155
777,1,10,5,2,11,129,155
778,40,20,15,3,11,129,155
779,15,25,10,3,11,129,155
780,60,6,4,2,11,129,155
781,30,7,3,2,11,129,155
782,5,10,5,2,11,129,155
783,4,10,5,2,11,129,155
784,1,10,5,2,11,129,155
785,40,20,15,3,11,129,155
786,15,25,10,3,11,129,155
787,60,6,4,2,11,129,155
788,30,7,3,2,11,129,155
789,5,10,5,2,11,129,155
790,4,10,5,2,11,129,155
791,1,15,5,2,11,129,155
792,40,20,15,3,11,129,155
793,15,25,10,3,11,129,155
794,40,40,30,4,11,130,55
795,15,55,40,4,11,130,55
796,40,40,30,4,11,130,55
797,15,55,40,4,11,130,55
798,40,55,30,4,11,130,55
799,15,55,20,4,11,130,55
800,10,14,14,1,11,173,25
801,10,14,14,1,11,173,25
802,4,14,14,1,11,173,25
803,1,14,14,1,11,173,25
804,10,14,14,1,11,173,25
805,10,14,14,1,11,173,25
806,4,14,14,1,11,173,25
807,1,14,14,1,11,173,25
808,5,18,18,1,11,299,5
809,10,15,15,1,11,307,10
810,10,15,15,1,11,307,10
811,10,18,18,1,11,307,30
812,10,18,18,1,11,307,30
813,10,20,20,1,11,307,30
814,40,20,15,3,11,339,45
815,4,25,10,3,11,339,45
816,1,25,10,3,11,339,45
817,40,20,15,3,11,339,45
818,4,25,10,3,11,339,45
819,1,25,10,3,11,339,45
820,40,20,15,3,11,339,45
821,4,25,10,3,11,339,45
822,1,25,10,3,11,339,45
823,40,40,30,4,11,340,45
824,4,50,20,4,11,340,45
825,1,50,20,4,11,340,45
826,40,40,30,4,11,340,45
827,4,50,20,4,11,340,45
828,1,50,20,4,11,340,45
829,40,40,30,4,11,340,45
830,4,55,40,4,11,340,45
831,1,55,40,4,11,340,45
832,5,15,15,1,11,433,10
833,5,15,15,1,11,433,10
834,5,15,15,1,11,433,10
835,5,15,15,1,11,433,10
836,5,17,17,1,11,433,10
837,4,19,19,1,11,433,10
838,1,19,19,1,11,433,10
839,20,18,18,1,11,436,20
840,10,36,36,1,12,35,27
841,4,37,37,1,12,35,27
842,4,37,37,1,12,35,27
843,4,37,37,1,12,35,27
844,4,37,37,1,12,35,27
845,1,38,38,1,12,35,27
846,10,36,36,1,12,35,27
847,4,37,37,1,12,35,27
848,4,37,37,1,12,35,27
849,4,37,37,1,12,35,27
850,4,37,37,1,12,35,27
851,1,38,38,1,12,35,27
852,10,36,36,1,12,35,20
853,10,36,36,1,12,35,20
854,10,37,37,1,12,42,10
855,10,37,37,1,12,42,10
856,10,37,37,1,12,42,27
857,4,38,38,1,12,42,27
858,4,38,38,1,12,42,27
859,4,38,38,1,12,42,27
860,4,38,38,1,12,42,27
861,1,38,38,1,12,42,27
862,10,37,37,1,12,67,10
863,10,37,37,1,12,67,10
864,10,39,39,1,12,67,10
865,20,36,36,1,12,75,20
866,20,36,36,1,12,75,20
867,20,38,38,1,12,75,30
868,10,36,36,1,12,75,30
869,5,37,37,1,12,299,5
870,10,37,37,1,12,308,10
