id,creature_id,ability_id,slot_order,hidden
107,46,87,2,false
108,46,6,3,true
109,47,27,1,false
110,47,87,2,false
111,47,6,3,true
112,48,14,1,false
113,48,110,2,false
114,48,50,3,true
115,49,19,1,false
116,49,110,2,false
117,49,147,3,true
118,50,8,1,false
119,50,71,2,false
120,50,159,3,true
121,51,8,1,false
122,51,71,2,false
123,51,159,3,true
124,52,53,1,false
125,52,101,2,false
126,52,127,3,true
127,53,7,1,false
128,53,101,2,false
129,53,127,3,true
130,54,6,1,false
131,54,13,2,false
132,54,33,3,true
133,55,6,1,false
134,55,13,2,false
135,55,33,3,true
136,56,72,1,false
137,56,83,2,false
138,56,128,3,true
139,57,72,1,false
140,57,83,2,false
141,57,128,3,true
142,58,22,1,false
143,58,18,2,false
144,58,154,3,true
145,59,22,1,false
146,59,18,2,false
147,59,154,3,true
148,60,11,1,false
149,60,6,2,false
150,60,33,3,true
151,61,11,1,false
152,61,6,2,false
153,61,33,3,true
154,62,11,1,false
155,62,6,2,false
156,62,33,3,true
157,63,28,1,false
158,63,39,2,false
159,63,98,3,true
160,64,28,1,false
161,64,39,2,false
162,64,98,3,true
163,65,28,1,false
164,65,39,2,false
165,65,98,3,true
166,66,62,1,false
167,66,99,2,false
168,66,80,3,true
169,67,62,1,false
170,67,99,2,false
171,67,80,3,true
172,68,62,1,false
173,68,99,2,false
174,68,80,3,true
175,69,34,1,false
176,69,82,3,true
177,70,34,1,false
178,70,82,3,true
179,71,34,1,false
180,71,82,3,true
181,72,29,1,false
182,72,64,2,false
183,72,44,3,true
184,73,29,1,false
185,73,64,2,false
186,73,44,3,true
187,74,69,1,false
188,74,5,2,false
189,74,8,3,true
190,75,69,1,false
191,75,5,2,false
192,75,8,3,true
193,76,69,1,false
194,76,5,2,false
195,76,8,3,true
196,77,50,1,false
197,77,18,2,false
198,77,49,3,true
199,78,50,1,false
200,78,18,2,false
201,78,49,3,true
202,79,12,1,false
203,79,20,2,false
204,79,144,3,true
205,80,12,1,false
206,80,20,2,false
207,80,144,3,true
208,81,42,1,false
209,81,5,2,false
210,81,148,3,true
211,82,42,1,false
212,82,5,2,false
213,82,148,3,true
214,83,51,1,false
215,83,39,2,false
216,83,128,3,true
217,84,50,1,false
218,84,48,2,false
219,84,77,3,true
220,85,50,1,false
221,85,48,2,false
222,85,77,3,true
223,86,47,1,false
224,86,93,2,false
225,86,115,3,true
226,87,47,1,false
227,87,93,2,false
228,87,115,3,true
229,88,1,1,false
230,88,60,2,false
231,88,143,3,true
232,89,1,1,false
233,89,60,2,false
234,89,143,3,true
235,90,75,1,false
236,90,92,2,false
237,90,142,3,true
238,91,75,1,false
239,91,92,2,false
240,91,142,3,true
241,92,26,1,false
242,93,26,1,false
243,94,130,1,false
244,95,69,1,false
245,95,5,2,false
246,95,133,3,true
247,96,15,1,false
248,96,108,2,false
249,96,39,3,true
250,97,15,1,false
251,97,108,2,false
252,97,39,3,true
253,98,52,1,false
254,98,75,2,false
255,98,125,3,true
256,99,52,1,false
257,99,75,2,false
258,99,125,3,true
259,100,43,1,false
260,100,9,2,false
261,100,106,3,true
262,101,43,1,false
263,101,9,2,false
264,101,106,3,true
265,102,34,1,false
266,102,139,3,true
267,103,34,1,false
268,103,139,3,true
269,104,69,1,false
270,104,31,2,false
271,104,4,3,true
272,105,69,1,false
273,105,31,2,false
274,105,4,3,true
275,106,7,1,false
276,106,120,2,false
277,106,84,3,true
278,107,51,1,false
279,107,89,2,false
280,107,39,3,true
281,108,20,1,false
282,108,12,2,false
283,108,13,3,true
284,109,26,1,false
285,109,256,2,false
286,109,1,3,true
287,110,26,1,false
288,110,256,2,false
289,110,1,3,true
290,111,31,1,false
291,111,69,2,false
292,111,120,3,true
293,112,31,1,false
294,112,69,2,false
295,112,120,3,true
296,113,30,1,false
297,113,32,2,false
298,113,131,3,true
299,114,34,1,false
300,114,102,2,false
301,114,144,3,true
302,115,48,1,false
303,115,113,2,false
304,115,39,3,true
305,116,33,1,false
306,116,97,2,false
307,116,6,3,true
308,117,38,1,false
309,117,97,2,false
310,117,6,3,true
311,118,33,1,false
312,118,41,2,false
313,118,31,3,true
314,119,33,1,false
315,119,41,2,false
316,119,31,3,true
317,120,35,1,false
318,120,30,2,false
319,120,148,3,true
320,121,35,1,false
321,121,30,2,false
322,121,148,3,true
323,122,43,1,false
324,122,111,2,false
325,122,101,3,true
326,123,68,1,false
327,123,101,2,false
328,123,80,3,true
329,124,12,1,false
330,124,108,2,false
331,124,87,3,true
332,125,9,1,false
333,125,72,3,true
334,126,49,1,false
335,126,72,3,true
336,127,52,1,false
337,127,104,2,false
338,127,153,3,true
339,128,22,1,false
340,128,83,2,false
341,128,125,3,true
342,129,33,1,false
343,129,155,3,true
344,130,22,1,false
345,130,153,3,true
346,131,11,1,false
347,131,75,2,false
348,131,93,3,true
349,132,7,1,false
350,132,150,3,true
351,133,50,1,false
352,133,91,2,false
353,133,107,3,true
354,134,11,1,false
355,134,93,3,true
356,135,10,1,false
357,135,95,3,true
358,136,18,1,false
359,136,62,3,true
360,137,36,1,false
361,137,88,2,false
362,137,148,3,true
363,138,33,1,false
364,138,75,2,false
365,138,133,3,true
366,139,33,1,false
367,139,75,2,false
368,139,133,3,true
369,140,33,1,false
370,140,4,2,false
371,140,133,3,true
372,141,33,1,false
373,141,4,2,false
374,141,133,3,true
375,142,69,1,false
376,142,46,2,false
377,142,127,3,true
378,143,17,1,false
379,143,47,2,false
380,143,82,3,true
381,144,46,1,false
382,144,81,3,true
383,145,46,1,false
384,145,9,3,true
385,146,46,1,false
386,146,49,3,true
387,147,61,1,false
388,147,63,3,true
389,148,61,1,false
390,148,63,3,true
391,149,39,1,false
392,149,136,3,true
393,150,46,1,false
394,150,127,3,true
395,151,28,1,false
396,152,65,1,false
397,152,102,3,true
398,153,65,1,false
399,153,102,3,true
400,154,65,1,false
401,154,102,3,true
402,155,66,1,false
403,155,18,3,true
404,156,66,1,false
405,156,18,3,true
406,157,66,1,false
407,157,18,3,true
408,158,67,1,false
409,158,125,3,true
410,159,67,1,false
411,159,125,3,true
412,160,67,1,false
413,160,125,3,true
414,161,50,1,false
415,161,51,2,false
416,161,119,3,true
417,162,50,1,false
418,162,51,2,false
419,162,119,3,true
420,163,15,1,false
421,163,51,2,false
422,163,110,3,true
423,164,15,1,false
424,164,51,2,false
425,164,110,3,true
426,165,68,1,false
427,165,48,2,false
428,165,155,3,true
429,166,68,1,false
430,166,48,2,false
431,166,89,3,true
432,167,68,1,false
433,167,15,2,false
434,167,97,3,true
435,168,68,1,false
436,168,15,2,false
437,168,97,3,true
438,169,39,1,false
439,169,151,3,true
440,170,10,1,false
441,170,35,2,false
442,170,11,3,true
443,171,10,1,false
444,171,35,2,false
445,171,11,3,true
446,172,9,1,false
447,172,31,3,true
448,173,56,1,false
449,173,98,2,false
450,173,132,3,true
451,174,56,1,false
452,174,172,2,false
453,174,132,3,true
454,175,55,1,false
455,175,32,2,false
456,175,105,3,true
457,176,55,1,false
458,176,32,2,false
459,176,105,3,true
460,177,28,1,false
461,177,48,2,false
462,177,156,3,true
463,178,28,1,false
464,178,48,2,false
465,178,156,3,true
466,179,9,1,false
467,179,57,3,true
468,180,9,1,false
469,180,57,3,true
470,181,9,1,false
471,181,57,3,true
472,182,34,1,false
473,182,131,3,true
474,183,47,1,false
475,183,37,2,false
476,183,157,3,true
477,184,47,1,false
478,184,37,2,false
479,184,157,3,true
480,185,5,1,false
481,185,69,2,false
482,185,155,3,true
483,186,11,1,false
484,186,6,2,false
485,186,2,3,true
486,187,34,1,false
487,187,102,2,false
488,187,151,3,true
489,188,34,1,false
490,188,102,2,false
491,188,151,3,true
492,189,34,1,false
493,189,102,2,false
494,189,151,3,true
495,190,50,1,false
496,190,53,2,false
497,190,92,3,true
498,191,34,1,false
499,191,94,2,false
500,191,48,3,true
501,192,34,1,false
502,192,94,2,false
503,192,48,3,true
504,193,3,1,false
505,193,14,2,false
506,193,119,3,true
507,194,6,1,false
508,194,11,2,false
509,194,109,3,true
510,195,6,1,false
511,195,11,2,false
512,195,109,3,true
513,196,28,1,false
514,196,156,3,true
515,197,28,1,false
516,197,39,3,true
517,198,15,1,false
518,198,105,2,false
519,198,158,3,true
520,199,12,1,false
521,199,20,2,false
522,199,144,3,true
523,200,26,1,false
524,201,26,1,false
525,202,23,1,false
526,202,140,3,true
527,203,39,1,false
528,203,48,2,false
529,203,157,3,true
530,204,5,1,false
531,204,142,3,true
532,205,5,1,false
533,205,142,3,true
534,206,32,1,false
535,206,50,2,false
536,206,155,3,true
537,207,52,1,false
538,207,8,2,false
539,207,17,3,true
540,208,69,1,false
541,208,5,2,false
542,208,125,3,true
543,209,22,1,false
544,209,50,2,false
545,209,155,3,true
546,210,22,1,false
547,210,95,2,false
548,210,155,3,true
549,211,38,1,false
550,211,33,2,false
551,211,22,3,true
552,212,68,1,false
553,212,101,2,false
554,212,135,3,true
555,213,5,1,false
556,213,82,2,false
557,213,126,3,true
558,214,68,1,false
559,214,62,2,false
560,214,153,3,true
561,215,39,1,false
562,215,51,2,false
563,215,124,3,true
564,216,53,1,false
565,216,95,2,false
566,216,118,3,true
567,217,62,1,false
568,217,95,2,false
569,217,127,3,true
570,218,40,1,false
571,218,49,2,false
572,218,133,3,true
573,219,40,1,false
574,219,49,2,false
575,219,133,3,true
576,220,12,1,false
577,220,81,2,false
578,220,47,3,true
579,221,12,1,false
580,221,81,2,false
581,221,47,3,true
582,222,55,1,false
583,222,30,2,false
584,222,144,3,true
585,223,55,1,false
586,223,97,2,false
587,223,141,3,true
588,224,21,1,false
589,224,97,2,false
590,224,141,3,true
591,225,72,1,false
592,225,55,2,false
593,225,15,3,true
594,226,33,1,false
595,226,11,2,false
596,226,41,3,true
597,227,51,1,false
598,227,5,2,false
599,227,133,3,true
600,228,48,1,false
601,228,18,2,false
602,228,127,3,true
603,229,48,1,false
604,229,18,2,false
605,229,127,3,true
606,230,33,1,false
607,230,97,2,false
608,230,6,3,true
609,231,53,1,false
610,231,8,3,true
611,232,5,1,false
612,232,8,3,true
613,233,36,1,false
614,233,88,2,false
615,233,148,3,true
616,234,22,1,false
617,234,119,2,false
618,234,157,3,true
619,235,20,1,false
620,235,101,2,false
621,235,141,3,true
622,236,62,1,false
623,236,80,2,false
624,236,72,3,true
625,237,22,1,false
626,237,101,2,false
627,237,80,3,true
628,238,12,1,false
629,238,108,2,false
630,238,93,3,true
631,239,9,1,false
632,239,72,3,true
633,240,49,1,false
634,240,72,3,true
635,241,47,1,false
636,241,113,2,false
637,241,157,3,true
638,242,30,1,false
639,242,32,2,false
640,242,131,3,true
641,243,46,1,false
642,243,39,3,true
643,244,46,1,false
644,244,39,3,true
645,245,46,1,false
646,245,39,3,true
647,246,62,1,false
648,246,8,3,true
649,247,61,1,false
650,248,45,1,false
651,248,127,3,true
652,249,46,1,false
653,249,136,3,true
654,250,46,1,false
655,250,144,3,true
656,251,30,1,false
657,252,65,1,false
658,252,84,3,true
659,253,65,1,false
660,253,84,3,true
661,254,65,1,false
662,254,84,3,true
663,255,66,1,false
664,255,3,3,true
665,256,66,1,false
666,256,3,3,true
667,257,66,1,false
668,257,3,3,true
669,258,67,1,false
670,258,6,3,true
671,259,67,1,false
672,259,6,3,true
673,260,67,1,false
674,260,6,3,true
675,261,50,1,false
676,261,95,2,false
677,261,155,3,true
678,262,22,1,false
679,262,95,2,false
680,262,153,3,true
681,263,53,1,false
682,263,82,2,false
683,263,95,3,true
684,264,53,1,false
685,264,82,2,false
686,264,95,3,true
687,265,19,1,false
688,265,50,3,true
689,266,61,1,false
690,267,68,1,false
691,267,79,3,true
692,268,61,1,false
693,269,19,1,false
694,269,14,3,true
695,270,33,1,false
696,270,44,2,false
697,270,20,3,true
698,271,33,1,false
699,271,44,2,false
700,271,20,3,true
701,272,33,1,false
702,272,44,2,false
703,272,20,3,true
704,273,34,1,false
705,273,48,2,false
706,273,124,3,true
707,274,34,1,false
708,274,48,2,false
709,274,124,3,true
710,275,34,1,false
711,275,274,2,false
712,275,124,3,true
713,276,62,1,false
714,276,113,3,true
715,277,62,1,false
716,277,113,3,true
717,278,51,1,false
718,278,93,2,false
719,278,44,3,true
720,279,51,1,false
721,279,2,2,false
722,279,44,3,true
723,280,28,1,false
724,280,36,2,false
725,280,140,3,true
726,281,28,1,false
727,281,36,2,false
728,281,140,3,true
729,282,28,1,false
730,282,36,2,false
731,282,140,3,true
732,283,33,1,false
733,283,44,3,true
734,284,22,1,false
735,284,127,3,true
736,285,27,1,false
737,285,90,2,false
738,285,95,3,true
739,286,27,1,false
740,286,90,2,false
741,286,101,3,true
742,287,54,1,false
743,288,72,1,false
744,289,54,1,false
745,290,14,1,false
746,290,50,3,true
747,291,3,1,false
748,291,151,3,true
749,292,25,1,false
750,293,43,1,false
751,293,155,3,true
752,294,43,1,false
753,294,113,3,true
754,295,43,1,false
755,295,113,3,true
756,296,47,1,false
757,296,62,2,false
758,296,125,3,true
759,297,47,1,false
760,297,62,2,false
761,297,125,3,true
762,298,47,1,false
763,298,37,2,false
764,298,157,3,true
765,299,5,1,false
766,299,42,2,false
767,299,159,3,true
768,300,56,1,false
769,300,96,2,false
770,300,147,3,true
771,301,56,1,false
772,301,96,2,false
773,301,147,3,true
774,302,51,1,false
775,302,100,2,false
776,302,158,3,true
777,303,52,1,false
778,303,22,2,false
779,303,125,3,true
780,304,5,1,false
781,304,69,2,false
782,304,134,3,true
783,305,5,1,false
784,305,69,2,false
785,305,134,3,true
786,306,5,1,false
787,306,69,2,false
788,306,134,3,true
789,307,74,1,false
790,307,140,3,true
791,308,74,1,false
792,308,140,3,true
793,309,9,1,false
794,309,31,2,false
795,309,58,3,true
796,310,9,1,false
797,310,31,2,false
798,310,58,3,true
799,311,57,1,false
800,311,31,3,true
801,312,58,1,false
802,312,10,3,true
803,313,35,1,false
804,313,68,2,false
805,313,158,3,true
806,314,12,1,false
807,314,110,2,false
808,314,158,3,true
809,315,30,1,false
810,315,38,2,false
811,315,102,3,true
812,316,64,1,false
813,316,60,2,false
814,316,82,3,true
815,317,64,1,false
816,317,60,2,false
817,317,82,3,true
818,318,24,1,false
819,318,3,3,true
820,319,24,1,false
821,319,3,3,true
822,320,41,1,false
823,320,12,2,false
824,320,46,3,true
825,321,41,1,false
826,321,12,2,false
827,321,46,3,true
828,322,12,1,false
829,322,86,2,false
830,322,20,3,true
831,323,40,1,false
832,323,116,2,false
833,323,83,3,true
834,324,73,1,false
835,324,70,2,false
836,324,75,3,true
837,325,47,1,false
838,325,20,2,false
839,325,82,3,true
840,326,47,1,false
841,326,20,2,false
842,326,82,3,true
843,327,20,1,false
844,327,77,2,false
845,327,126,3,true
846,328,52,1,false
847,328,71,2,false
848,328,125,3,true
849,329,26,1,false
850,330,26,1,false
851,331,8,1,false
852,331,11,3,true
853,332,8,1,false
854,332,11,3,true
855,333,30,1,false
856,333,13,3,true
857,334,30,1,false
858,334,13,3,true
859,335,17,1,false
860,335,137,3,true
861,336,61,1,false
862,336,151,3,true
863,337,26,1,false
864,338,26,1,false
865,339,12,1,false
866,339,107,2,false
867,339,93,3,true
868,340,12,1,false
869,340,107,2,false
870,340,93,3,true
871,341,52,1,false
872,341,75,2,false
873,341,91,3,true
874,342,52,1,false
875,342,75,2,false
876,342,91,3,true
877,343,26,1,false
878,344,26,1,false
879,345,21,1,false
880,345,114,3,true
881,346,21,1,false
882,346,114,3,true
883,347,4,1,false
884,347,33,3,true
885,348,4,1,false
886,348,33,3,true
887,349,33,1,false
888,349,12,2,false
889,349,91,3,true
890,350,63,1,false
891,350,172,2,false
892,350,56,3,true
893,351,59,1,false
894,352,16,1,false
895,352,168,3,true
896,353,15,1,false
897,353,119,2,false
898,353,130,3,true
899,354,15,1,false
900,354,119,2,false
901,354,130,3,true
902,355,26,1,false
903,355,119,3,true
904,356,46,1,false
905,356,119,3,true
906,357,34,1,false
907,357,94,2,false
908,357,139,3,true
909,358,26,1,false
910,359,46,1,false
911,359,105,2,false
912,359,154,3,true
913,360,23,1,false
914,360,140,3,true
915,361,39,1,false
916,361,115,2,false
917,361,141,3,true
918,362,39,1,false
919,362,115,2,false
920,362,141,3,true
921,363,47,1,false
922,363,115,2,false
923,363,12,3,true
924,364,47,1,false
925,364,115,2,false
926,364,12,3,true
927,365,47,1,false
928,365,115,2,false
929,365,12,3,true
930,366,75,1,false
931,366,155,3,true
932,367,33,1,false
933,367,41,3,true
934,368,33,1,false
935,368,93,3,true
936,369,33,1,false
937,369,69,2,false
938,369,5,3,true
939,370,33,1,false
940,370,93,3,true
941,371,69,1,false
942,371,125,3,true
943,372,69,1,false
944,372,142,3,true
945,373,22,1,false
946,373,153,3,true
947,374,29,1,false
948,374,135,3,true
949,375,29,1,false
950,375,135,3,true
951,376,29,1,false
952,376,135,3,true
953,377,29,1,false
954,377,5,3,true
955,378,29,1,false
956,378,115,3,true
957,379,29,1,false
958,379,135,3,true
959,380,26,1,false
960,381,26,1,false
961,382,2,1,false
962,383,70,1,false
963,384,76,1,false
964,385,32,1,false
965,386,46,1,false
966,387,65,1,false
967,387,75,3,true
968,388,65,1,false
969,388,75,3,true
970,389,65,1,false
971,389,75,3,true
972,390,66,1,false
973,390,89,3,true
974,391,66,1,false
975,391,89,3,true
976,392,66,1,false
977,392,89,3,true
978,393,67,1,false
979,393,172,3,true
980,394,67,1,false
981,394,172,3,true
982,395,67,1,false
983,395,172,3,true
984,396,51,1,false
985,396,120,3,true
986,397,22,1,false
987,397,120,3,true
988,398,22,1,false
989,398,120,3,true
990,399,86,1,false
991,399,109,2,false
992,399,141,3,true
993,400,86,1,false
994,400,109,2,false
995,400,141,3,true
996,401,61,1,false
997,401,50,3,true
998,402,68,1,false
999,402,101,3,true
1000,403,79,1,false
1001,403,22,2,false
1002,403,62,3,true
1003,404,79,1,false
1004,404,22,2,false
1005,404,62,3,true
1006,405,79,1,false
1007,405,22,2,false
1008,405,62,3,true
1009,406,30,1,false
1010,406,38,2,false
1011,406,102,3,true
1012,407,30,1,false
1013,407,38,2,false
1014,407,101,3,true
1015,408,104,1,false
1016,408,125,3,true
1017,409,104,1,false
1018,409,125,3,true
1019,410,5,1,false
1020,410,43,3,true
1021,411,5,1,false
1022,411,43,3,true
1023,412,61,1,false
1024,412,142,3,true
1025,413,107,1,false
1026,413,142,3,true
1027,414,68,1,false
1028,414,110,3,true
1029,415,118,1,false
1030,415,55,3,true
1031,416,46,1,false
1032,416,127,3,true
1033,417,50,1,false
1034,417,53,2,false
1035,417,10,3,true
1036,418,33,1,false
1037,418,41,3,true
1038,419,33,1,false
1039,419,41,3,true
1040,420,34,1,false
1041,421,122,1,false
1042,422,60,1,false
1043,422,114,2,false
1044,422,159,3,true
1045,423,60,1,false
1046,423,114,2,false
1047,423,159,3,true
1048,424,101,1,false
1049,424,53,2,false
1050,424,92,3,true
1051,425,106,1,false
1052,425,84,2,false
1053,425,138,3,true
1054,426,106,1,false
1055,426,84,2,false
1056,426,138,3,true
1057,427,50,1,false
1058,427,103,2,false
1059,427,7,3,true
1060,428,56,1,false
1061,428,103,2,false
1062,428,7,3,true
1063,429,26,1,false
1064,430,15,1,false
1065,430,105,2,false
1066,430,153,3,true
1067,431,7,1,false
1068,431,20,2,false
1069,431,51,3,true
1070,432,47,1,false
1071,432,20,2,false
1072,432,128,3,true
1073,433,26,1,false
1074,434,1,1,false
1075,434,106,2,false
1076,434,51,3,true
1077,435,1,1,false
1078,435,106,2,false
1079,435,51,3,true
1080,436,26,1,false
1081,436,85,2,false
1082,436,134,3,true
1083,437,26,1,false
1084,437,85,2,false
1085,437,134,3,true
1086,438,5,1,false
1087,438,69,2,false
1088,438,155,3,true
1089,439,43,1,false
1090,439,111,2,false
1091,439,101,3,true
1092,440,30,1,false
1093,440,32,2,false
1094,440,132,3,true
1095,441,51,1,false
1096,441,77,2,false
1097,441,145,3,true
1098,442,46,1,false
1099,442,151,3,true
1100,443,8,1,false
1101,443,24,3,true
1102,444,8,1,false
1103,444,24,3,true
1104,445,8,1,false
1105,445,24,3,true
1106,446,53,1,false
1107,446,47,2,false
1108,446,82,3,true
1109,447,80,1,false
1110,447,39,2,false
1111,447,158,3,true
1112,448,80,1,false
1113,448,39,2,false
1114,448,154,3,true
1115,449,45,1,false
1116,449,159,3,true
1117,450,45,1,false
1118,450,159,3,true
1119,451,4,1,false
1120,451,97,2,false
1121,451,51,3,true
1122,452,4,1,false
1123,452,97,2,false
1124,452,51,3,true
1125,453,107,1,false
1126,453,87,2,false
1127,453,143,3,true
1128,454,107,1,false
1129,454,87,2,false
1130,454,143,3,true
1131,455,26,1,false
1132,456,33,1,false
1133,456,114,2,false
1134,456,41,3,true
1135,457,33,1,false
1136,457,114,2,false
1137,457,41,3,true
1138,458,33,1,false
1139,458,11,2,false
1140,458,41,3,true
1141,459,117,1,false
1142,459,43,3,true
1143,460,117,1,false
1144,460,43,3,true
1145,461,46,1,false
1146,461,124,3,true
1147,462,42,1,false
1148,462,5,2,false
1149,462,148,3,true
1150,463,20,1,false
1151,463,12,2,false
1152,463,13,3,true
1153,464,31,1,false
1154,464,116,2,false
1155,464,120,3,true
1156,465,34,1,false
1157,465,102,2,false
1158,465,144,3,true
1159,466,78,1,false
1160,466,72,3,true
1161,467,49,1,false
1162,467,72,3,true
1163,468,55,1,false
1164,468,32,2,false
1165,468,105,3,true
1166,469,3,1,false
1167,469,110,2,false
1168,469,119,3,true
1169,470,102,1,false
1170,470,34,3,true
1171,471,81,1,false
1172,471,115,3,true
1173,472,52,1,false
1174,472,8,2,false
1175,472,90,3,true
1176,473,12,1,false
1177,473,81,2,false
1178,473,47,3,true
1179,474,91,1,false
1180,474,88,2,false
1181,474,148,3,true
1182,475,80,1,false
1183,475,292,2,false
1184,475,154,3,true
1185,476,5,1,false
1186,476,42,2,false
1187,476,159,3,true
1188,477,46,1,false
1189,477,119,3,true
1190,478,81,1,false
1191,478,130,3,true
1192,479,26,1,false
1193,480,26,1,false
1194,481,26,1,false
1195,482,26,1,false
1196,483,46,1,false
1197,483,140,3,true
1198,484,46,1,false
1199,484,140,3,true
1200,485,18,1,false
1201,485,49,3,true
1202,486,112,1,false
1203,487,46,1,false
1204,487,140,3,true
1205,488,26,1,false
1206,489,93,1,false
1207,490,93,1,false
1208,491,123,1,false
1209,492,30,1,false
1210,493,121,1,false
1211,494,162,1,false
1212,495,65,1,false
1213,495,126,3,true
1214,496,65,1,false
1215,496,126,3,true
1216,497,65,1,false
1217,497,126,3,true
1218,498,66,1,false
1219,498,47,3,true
1220,499,66,1,false
1221,499,47,3,true
1222,500,66,1,false
1223,500,120,3,true
1224,501,67,1,false
1225,501,75,3,true
1226,502,67,1,false
1227,502,75,3,true
1228,503,67,1,false
1229,503,75,3,true
1230,504,50,1,false
1231,504,51,2,false
1232,504,148,3,true
1233,505,35,1,false
1234,505,51,2,false
1235,505,148,3,true
1236,506,72,1,false
1237,506,53,2,false
1238,506,50,3,true
1239,507,22,1,false
1240,507,146,2,false
1241,507,113,3,true
1242,508,22,1,false
1243,508,146,2,false
1244,508,113,3,true
1245,509,7,1,false
1246,509,84,2,false
1247,509,158,3,true
1248,510,7,1,false
1249,510,84,2,false
1250,510,158,3,true
1251,511,82,1,false
1252,511,65,3,true
1253,512,82,1,false
1254,512,65,3,true
1255,513,82,1,false
1256,513,66,3,true
1257,514,82,1,false
1258,514,66,3,true
1259,515,82,1,false
1260,515,67,3,true
1261,516,82,1,false
1262,516,67,3,true
1263,517,108,1,false
1264,517,28,2,false
1265,517,140,3,true
1266,518,108,1,false
1267,518,28,2,false
1268,518,140,3,true
1269,519,145,1,false
1270,519,105,2,false
1271,519,79,3,true
1272,520,145,1,false
1273,520,105,2,false
1274,520,79,3,true
1275,521,145,1,false
1276,521,105,2,false
1277,521,79,3,true
1278,522,31,1,false
1279,522,78,2,false
1280,522,157,3,true
1281,523,31,1,false
1282,523,78,2,false
1283,523,157,3,true
1284,524,5,1,false
1285,524,133,2,false
1286,524,159,3,true
1287,525,5,1,false
1288,525,133,2,false
1289,525,159,3,true
1290,526,5,1,false
1291,526,45,2,false
1292,526,159,3,true
1293,527,109,1,false
1294,527,103,2,false
1295,527,86,3,true
1296,528,109,1,false
1297,528,103,2,false
1298,528,86,3,true
1299,529,146,1,false
1300,529,159,2,false
1301,529,104,3,true
1302,530,146,1,false
1303,530,159,2,false
1304,530,104,3,true
1305,531,131,1,false
1306,531,144,2,false
1307,531,103,3,true
1308,532,62,1,false
1309,532,125,2,false
1310,532,89,3,true
1311,533,62,1,false
1312,533,125,2,false
1313,533,89,3,true
1314,534,62,1,false
1315,534,125,2,false
1316,534,89,3,true
1317,535,33,1,false
1318,535,93,2,false
1319,535,11,3,true
1320,536,33,1,false
1321,536,93,2,false
1322,536,11,3,true
1323,537,33,1,false
1324,537,143,2,false
1325,537,11,3,true
1326,538,62,1,false
1327,538,39,2,false
1328,538,104,3,true
1329,539,5,1,false
1330,539,39,2,false
1331,539,104,3,true
1332,540,68,1,false
1333,540,34,2,false
1334,540,142,3,true
1335,541,102,1,false
1336,541,34,2,false
1337,541,142,3,true
1338,542,68,1,false
1339,542,34,2,false
1340,542,142,3,true
1341,543,38,1,false
1342,543,68,2,false
1343,543,3,3,true
1344,544,38,1,false
1345,544,68,2,false
1346,544,3,3,true
1347,545,38,1,false
1348,545,68,2,false
1349,545,3,3,true
1350,546,158,1,false
1351,546,151,2,false
1352,546,34,3,true
1353,547,158,1,false
1354,547,151,2,false
1355,547,34,3,true
1356,548,34,1,false
1357,548,20,2,false
1358,548,102,3,true
1359,549,34,1,false
