id,gender_id,species_id,rate
199,1,217,4
200,1,219,4
201,1,221,4
202,1,224,4
203,1,227,4
204,1,228,4
205,1,231,4
206,1,234,4
207,1,235,4
208,1,238,8
209,1,239,2
210,1,240,2
211,1,241,8
212,1,246,4
213,1,252,1
214,1,255,1
215,1,258,1
216,1,261,4
217,1,263,4
218,1,265,4
219,1,270,4
220,1,273,4
221,1,276,4
222,1,278,4
223,1,280,4
224,1,283,4
225,1,285,4
226,1,287,4
227,1,290,4
228,1,293,4
229,1,296,2
230,1,298,6
231,1,299,4
232,1,300,6
233,1,229,4
234,1,230,4
235,1,232,4
236,1,242,8
237,1,247,4
238,1,248,4
239,1,253,1
240,1,254,1
241,1,256,1
242,1,257,1
243,1,259,1
244,1,260,1
245,1,262,4
246,1,264,4
247,1,266,4
248,1,267,4
249,1,268,4
250,1,269,4
251,1,271,4
252,1,272,4
253,1,274,4
254,1,275,4
255,1,277,4
256,1,279,4
257,1,281,4
258,1,282,4
259,1,284,4
260,1,286,4
261,1,288,4
262,1,289,4
263,1,291,4
264,1,294,4
265,1,295,4
266,1,297,2
267,1,302,4
268,1,303,4
269,1,304,4
270,1,307,4
271,1,309,4
272,1,311,4
273,1,312,4
274,1,314,8
275,1,316,4
276,1,318,4
277,1,320,4
278,1,322,4
279,1,324,4
280,1,325,4
281,1,327,4
282,1,328,4
283,1,331,4
284,1,333,4
285,1,335,4
286,1,336,4
287,1,339,4
288,1,341,4
289,1,345,1
290,1,347,1
291,1,349,4
292,1,351,4
293,1,352,4
294,1,353,4
295,1,355,4
296,1,357,4
297,1,359,4
298,1,360,4
299,1,361,4
300,1,363,4
301,1,366,4
302,1,369,1
303,1,370,6
304,1,371,4
305,1,305,4
306,1,306,4
307,1,308,4
308,1,310,4
309,1,315,4
310,1,317,4
311,1,319,4
312,1,321,4
313,1,323,4
314,1,326,4
315,1,329,4
316,1,330,4
317,1,332,4
318,1,334,4
319,1,340,4
320,1,342,4
321,1,346,1
322,1,348,1
323,1,350,4
324,1,354,4
325,1,356,4
326,1,358,4
327,1,362,4
328,1,364,4
329,1,365,4
330,1,367,4
331,1,368,4
332,1,372,4
333,1,373,4
334,1,380,8
335,1,387,1
336,1,390,1
337,1,393,1
338,1,396,4
339,1,399,4
340,1,401,4
341,1,403,4
342,1,406,4
343,1,408,1
344,1,410,1
345,1,412,4
346,1,415,1
347,1,417,4
348,1,418,4
349,1,420,4
350,1,422,4
351,1,425,4
352,1,427,4
353,1,431,6
354,1,433,4
355,1,434,4
356,1,438,4
357,1,439,4
358,1,440,8
359,1,441,4
360,1,442,4
361,1,443,4
362,1,446,1
363,1,447,1
364,1,449,4
365,1,451,4
366,1,453,4
367,1,388,1
368,1,389,1
369,1,392,1
370,1,394,1
371,1,395,1
372,1,397,4
373,1,398,4
374,1,400,4
375,1,402,4
376,1,404,4
377,1,405,4
378,1,407,4
379,1,409,1
380,1,411,1
381,1,413,8
382,1,416,8
383,1,419,4
384,1,421,4
385,1,424,4
386,1,426,4
387,1,428,4
388,1,429,4
389,1,430,4
390,1,432,6
391,1,435,4
392,1,444,4
393,1,445,4
394,1,448,1
395,1,450,4
396,1,452,4
397,1,455,4
398,1,456,4
399,1,458,4
400,1,459,4
401,1,485,4
402,1,488,8
403,1,495,1
404,1,498,1
405,1,501,1
406,1,504,4
407,1,506,4
408,1,509,4
409,1,511,1
410,1,513,1
411,1,515,1
412,1,517,4
413,1,519,4
414,1,522,4
415,1,524,4
416,1,527,4
417,1,529,4
418,1,531,4
419,1,457,4
420,1,460,4
421,1,461,4
422,1,463,4
423,1,464,4
424,1,465,4
425,1,466,2
426,1,467,2
427,1,468,1
428,1,469,4
429,1,470,1
430,1,471,1
431,1,472,4
432,1,476,4
433,1,477,4
434,1,478,8
435,1,496,1
436,1,497,1
437,1,499,1
438,1,500,1
439,1,502,1
440,1,503,1
441,1,505,4
442,1,508,4
443,1,510,4
444,1,512,1
445,1,514,1
446,1,516,1
447,1,518,4
448,1,520,4
449,1,521,4
450,1,523,4
451,1,525,4
452,1,526,4
453,1,528,4
454,1,530,4
455,1,532,2
456,1,535,4
457,1,540,4
458,1,543,4
459,1,546,4
460,1,548,8
461,1,550,4
462,1,551,4
463,1,554,4
464,1,556,4
465,1,557,4
466,1,559,4
467,1,561,4
468,1,562,4
469,1,564,1
470,1,566,1
471,1,568,4
472,1,570,1
473,1,572,6
474,1,574,6
475,1,577,4
476,1,580,4
477,1,582,4
478,1,585,4
479,1,587,4
480,1,588,4
481,1,590,4
482,1,592,4
483,1,594,4
484,1,595,4
485,1,597,4
486,1,602,4
487,1,605,4
488,1,607,4
489,1,534,2
490,1,536,4
491,1,537,4
492,1,541,4
493,1,542,4
494,1,544,4
495,1,545,4
496,1,547,4
497,1,549,8
498,1,552,4
499,1,553,4
500,1,555,4
501,1,558,4
502,1,560,4
503,1,565,1
504,1,567,1
505,1,569,4
506,1,571,1
507,1,573,6
508,1,575,6
509,1,576,6
510,1,578,4
511,1,579,4
512,1,581,4
513,1,583,4
514,1,584,4
515,1,586,4
516,1,589,4
517,1,591,4
518,1,593,4
519,1,596,4
520,1,598,4
521,1,603,4
522,1,604,4
523,1,606,4
524,1,608,4
525,1,610,4
526,1,613,4
527,1,616,4
528,1,618,4
529,1,619,4
530,1,621,4
531,1,624,4
532,1,626,4
533,1,629,8
534,1,631,4
535,1,632,4
536,1,633,4
537,1,636,4
538,1,650,1
539,1,653,1
540,1,656,1
541,1,659,4
542,1,661,4
543,1,664,4
544,1,667,7
545,1,669,8
546,1,672,4
547,1,674,4
548,1,676,4
549,1,677,4
550,1,679,4
551,1,682,4
552,1,684,4
553,1,686,4
554,1,611,4
555,1,612,4
556,1,614,4
557,1,617,4
558,1,625,4
559,1,630,8
560,1,634,4
561,1,635,4
562,1,637,4
563,1,651,1
564,1,652,1
565,1,654,1
566,1,655,1
567,1,657,1
568,1,658,1
569,1,660,4
570,1,662,4
571,1,663,4
572,1,665,4
573,1,668,7
574,1,670,8
575,1,671,8
576,1,673,4
577,1,675,4
578,1,678,4
579,1,680,4
580,1,681,4
581,1,683,4
582,1,685,4
583,1,688,4
584,1,690,4
585,1,692,4
586,1,694,4
587,1,696,1
588,1,698,1
589,1,701,4
590,1,702,4
591,1,704,4
592,1,707,4
593,1,708,4
594,1,710,4
595,1,712,4
596,1,714,4
597,1,722,1
598,1,725,1
599,1,728,1
600,1,731,4
601,1,734,4
602,1,736,4
603,1,739,4
604,1,741,6
605,1,742,4
606,1,744,4
607,1,746,4
608,1,747,4
609,1,749,4
610,1,751,4
611,1,753,4
612,1,755,4
613,1,757,1
614,1,759,4
615,1,761,8
616,1,764,6
617,1,689,4
618,1,691,4
619,1,693,4
620,1,695,4
621,1,699,1
622,1,700,1
623,1,705,4
624,1,706,4
625,1,709,4
626,1,711,4
627,1,713,4
628,1,715,4
629,1,723,1
630,1,724,1
631,1,726,1
632,1,727,1
633,1,730,1
634,1,732,4
635,1,733,4
636,1,735,4
637,1,737,4
638,1,738,4
639,1,740,4
640,1,743,4
641,1,745,4
642,1,748,4
643,1,750,4
644,1,752,4
645,1,754,4
646,1,756,4
647,1,758,8
648,1,760,4
649,1,762,8
650,1,765,4
651,1,766,4
652,1,767,4
653,1,769,4
654,1,771,4
655,1,775,4
656,1,776,4
657,1,777,4
658,1,778,4
659,1,779,4
660,1,780,4
661,1,782,4
662,1,810,1
663,1,813,1
664,1,816,1
665,1,819,4
666,1,821,4
667,1,824,4
668,1,827,4
669,1,829,4
670,1,831,4
671,1,833,4
672,1,835,4
673,1,837,4
674,1,840,4
675,1,919,4
676,1,783,4
677,1,784,4
678,1,811,1
679,1,812,1
680,1,814,1
681,1,815,1
682,1,817,1
683,1,818,1
684,1,820,4
685,1,822,4
686,1,823,4
687,1,825,4
688,1,828,4
689,1,830,4
690,1,832,4
691,1,834,4
692,1,836,4
693,1,838,4
694,1,839,4
695,1,841,4
696,1,843,4
697,1,845,4
698,1,846,4
699,1,848,4
700,1,850,4
701,1,852,4
702,1,856,8
703,1,868,8
704,1,871,4
705,1,872,4
706,1,874,4
707,1,875,4
708,1,876,4
709,1,877,4
710,1,878,4
711,1,884,4
712,1,885,4
713,1,891,1
714,1,905,8
715,1,906,1
716,1,909,1
717,1,912,1
718,1,915,4
719,1,917,4
720,1,844,4
721,1,847,4
722,1,849,4
723,1,851,4
724,1,853,4
725,1,857,8
726,1,858,8
727,1,862,4
728,1,863,4
729,1,864,6
730,1,865,4
731,1,866,4
732,1,867,4
733,1,869,8
734,1,873,4
735,1,879,4
736,1,886,4
737,1,887,4
738,1,892,1
739,1,899,4
740,1,900,4
741,1,902,4
742,1,903,4
743,1,904,4
744,1,907,1
745,1,908,1
746,1,910,1
747,1,911,1
748,1,913,1
749,1,914,1
750,1,918,4
751,1,921,4
752,1,926,4
753,1,928,4
754,1,931,4
755,1,932,4
756,1,935,4
757,1,938,4
758,1,940,4
759,1,942,4
760,1,944,4
761,1,946,4
762,1,948,4
763,1,950,4
764,1,951,4
765,1,953,4
766,1,955,4
767,1,957,8
768,1,960,4
769,1,962,4
770,1,963,4
771,1,965,4
772,1,967,4
773,1,968,4
774,1,969,4
775,1,971,4
776,1,973,4
777,1,974,4
778,1,976,4
779,1,977,4
780,1,978,4
781,1,996,4
782,1,922,4
783,1,923,4
784,1,927,4
785,1,929,4
786,1,933,4
787,1,934,4
788,1,936,4
789,1,937,4
790,1,939,4
791,1,941,4
792,1,943,4
793,1,945,4
794,1,947,4
795,1,949,4
796,1,952,4
797,1,954,4
798,1,956,4
799,1,958,8
800,1,959,8
801,1,961,4
802,1,964,4
803,1,970,4
804,1,972,4
805,1,975,4
806,1,979,4
807,1,980,4
808,1,981,4
809,1,982,4
810,1,983,4
811,1,1017,8
812,1,1024,4
813,1,2,1
814,1,76,4
815,1,153,1
816,1,226,4
817,1,301,6
818,1,391,1
819,1,423,4
820,1,454,4
821,1,473,4
822,1,507,4
823,1,533,2
824,1,563,4
825,1,609,4
826,1,620,4
827,1,666,4
828,1,687,4
829,1,697,1
830,1,729,1
831,1,763,8
832,1,768,4
833,1,770,4
834,1,826,4
835,1,842,4
836,1,901,4
837,1,920,4
838,1,930,4
839,1,966,4
840,1,997,4
841,1,998,4
842,1,1011,4
843,1,1018,4
844,1,1019,4
845,2,1,1
846,2,4,1
847,2,7,1
848,2,10,4
849,2,13,4
850,2,16,4
851,2,19,4
852,2,21,4
853,2,23,4
854,2,27,4
855,2,32,0
856,2,37,6
857,2,41,4
858,2,43,4
859,2,46,4
860,2,48,4
861,2,50,4
862,2,52,4
863,2,54,4
864,2,56,4
865,2,58,2
866,2,60,4
867,2,63,2
868,2,66,2
869,2,69,4
870,2,72,4
871,2,74,4
872,2,3,1
873,2,5,1
874,2,6,1
875,2,8,1
876,2,9,1
877,2,11,4
878,2,12,4
879,2,14,4
880,2,15,4
881,2,17,4
882,2,18,4
883,2,20,4
884,2,22,4
885,2,24,4
886,2,25,4
887,2,26,4
888,2,28,4
889,2,33,0
890,2,34,0
891,2,35,6
892,2,36,6
893,2,38,6
894,2,39,6
895,2,40,6
896,2,42,4
897,2,44,4
898,2,45,4
899,2,47,4
900,2,49,4
901,2,51,4
902,2,53,4
903,2,55,4
904,2,57,4
905,2,59,2
906,2,61,4
907,2,62,4
908,2,64,2
909,2,65,2
910,2,67,2
911,2,68,2
912,2,70,4
913,2,71,4
914,2,73,4
915,2,75,4
916,2,77,4
917,2,79,4
918,2,83,4
919,2,84,4
920,2,86,4
921,2,88,4
922,2,90,4
923,2,92,4
924,2,95,4
925,2,96,4
926,2,98,4
927,2,102,4
928,2,104,4
929,2,108,4
930,2,109,4
931,2,111,4
932,2,114,4
933,2,116,4
934,2,118,4
935,2,123,4
936,2,127,4
937,2,128,0
938,2,129,4
939,2,131,4
940,2,133,1
941,2,138,1
942,2,140,1
943,2,142,1
944,2,147,4
945,2,78,4
946,2,80,4
947,2,85,4
948,2,87,4
949,2,89,4
950,2,91,4
951,2,93,4
952,2,94,4
953,2,97,4
954,2,99,4
955,2,103,4
956,2,105,4
957,2,106,0
958,2,107,0
959,2,110,4
960,2,112,4
961,2,117,4
962,2,119,4
963,2,122,4
964,2,125,2
965,2,126,2
966,2,130,4
967,2,134,1
968,2,135,1
969,2,136,1
970,2,139,1
971,2,141,1
972,2,143,1
973,2,148,4
974,2,149,4
975,2,152,1
976,2,155,1
977,2,158,1
978,2,161,4
979,2,163,4
980,2,165,4
981,2,167,4
982,2,170,4
983,2,172,4
984,2,173,6
985,2,174,6
986,2,175,1
987,2,177,4
988,2,179,4
989,2,187,4
990,2,190,4
991,2,191,4
992,2,193,4
993,2,194,4
994,2,198,4
995,2,200,4
996,2,203,4
997,2,204,4
998,2,206,4
999,2,207,4
1000,2,209,6
1001,2,211,4
1002,2,213,4
1003,2,214,4
1004,2,215,4
1005,2,216,4
1006,2,218,4
1007,2,220,4
1008,2,222,6
1009,2,223,4
1010,2,225,4
1011,2,154,1
1012,2,156,1
1013,2,157,1
1014,2,159,1
1015,2,160,1
1016,2,162,4
1017,2,164,4
1018,2,166,4
1019,2,168,4
1020,2,169,4
1021,2,171,4
1022,2,176,1
1023,2,178,4
1024,2,180,4
1025,2,181,4
1026,2,182,4
1027,2,183,4
1028,2,184,4
1029,2,185,4
1030,2,186,4
1031,2,188,4
1032,2,189,4
1033,2,192,4
1034,2,195,4
1035,2,196,1
1036,2,197,1
1037,2,199,4
1038,2,202,4
1039,2,205,4
1040,2,208,4
1041,2,210,6
1042,2,212,4
1043,2,217,4
1044,2,219,4
1045,2,221,4
1046,2,224,4
1047,2,227,4
1048,2,228,4
1049,2,231,4
1050,2,234,4
1051,2,235,4
1052,2,236,0
1053,2,239,2
1054,2,240,2
1055,2,246,4
1056,2,252,1
1057,2,255,1
1058,2,258,1
1059,2,261,4
1060,2,263,4
1061,2,265,4
1062,2,270,4
1063,2,273,4
1064,2,276,4
1065,2,278,4
1066,2,280,4
1067,2,283,4
1068,2,285,4
1069,2,287,4
1070,2,290,4
1071,2,293,4
1072,2,296,2
1073,2,298,6
1074,2,299,4
1075,2,300,6
1076,2,229,4
1077,2,230,4
1078,2,232,4
1079,2,237,0
1080,2,247,4
1081,2,248,4
1082,2,253,1
1083,2,254,1
1084,2,256,1
1085,2,257,1
1086,2,259,1
1087,2,260,1
1088,2,262,4
1089,2,264,4
1090,2,266,4
1091,2,267,4
1092,2,268,4
1093,2,269,4
1094,2,271,4
1095,2,272,4
1096,2,274,4
1097,2,275,4
1098,2,277,4
1099,2,279,4
1100,2,281,4
1101,2,282,4
1102,2,284,4
1103,2,286,4
1104,2,288,4
1105,2,289,4
1106,2,291,4
1107,2,294,4
1108,2,295,4
1109,2,297,2
1110,2,302,4
1111,2,303,4
1112,2,304,4
1113,2,307,4
1114,2,309,4
1115,2,311,4
1116,2,312,4
1117,2,313,0
1118,2,316,4
1119,2,318,4
1120,2,320,4
1121,2,322,4
1122,2,324,4
1123,2,325,4
1124,2,327,4
1125,2,328,4
1126,2,331,4
1127,2,333,4
1128,2,335,4
1129,2,336,4
1130,2,339,4
1131,2,341,4
1132,2,345,1
1133,2,347,1
1134,2,349,4
1135,2,351,4
1136,2,352,4
1137,2,353,4
1138,2,355,4
1139,2,357,4
1140,2,359,4
1141,2,360,4
1142,2,361,4
1143,2,363,4
1144,2,366,4
1145,2,369,1
1146,2,370,6
1147,2,371,4
1148,2,305,4
1149,2,306,4
1150,2,308,4
1151,2,310,4
1152,2,315,4
1153,2,317,4
1154,2,319,4
1155,2,321,4
1156,2,323,4
1157,2,326,4
1158,2,329,4
1159,2,330,4
1160,2,332,4
1161,2,334,4
1162,2,340,4
1163,2,342,4
1164,2,346,1
1165,2,348,1
1166,2,350,4
1167,2,354,4
1168,2,356,4
1169,2,358,4
1170,2,362,4
1171,2,364,4
1172,2,365,4
1173,2,367,4
1174,2,368,4
1175,2,372,4
1176,2,373,4
1177,2,381,0
1178,2,387,1
1179,2,390,1
1180,2,393,1
1181,2,396,4
1182,2,399,4
1183,2,401,4
1184,2,403,4
1185,2,406,4
1186,2,408,1
1187,2,410,1
1188,2,412,4
1189,2,415,1
1190,2,417,4
1191,2,418,4
1192,2,420,4
1193,2,422,4
1194,2,425,4
1195,2,427,4
1196,2,431,6
1197,2,433,4
1198,2,434,4
1199,2,438,4
1200,2,439,4
1201,2,441,4
1202,2,442,4
1203,2,443,4
1204,2,446,1
1205,2,447,1
1206,2,449,4
1207,2,451,4
1208,2,453,4
1209,2,388,1
1210,2,389,1
1211,2,392,1
1212,2,394,1
1213,2,395,1
1214,2,397,4
1215,2,398,4
1216,2,400,4
1217,2,402,4
1218,2,404,4
1219,2,405,4
1220,2,407,4
1221,2,409,1
1222,2,411,1
1223,2,414,0
1224,2,419,4
1225,2,421,4
1226,2,424,4
1227,2,426,4
1228,2,428,4
1229,2,429,4
1230,2,430,4
1231,2,432,6
1232,2,435,4
1233,2,444,4
1234,2,445,4
1235,2,448,1
1236,2,450,4
1237,2,452,4
1238,2,455,4
1239,2,456,4
1240,2,458,4
1241,2,459,4
1242,2,485,4
1243,2,495,1
1244,2,498,1
1245,2,501,1
1246,2,504,4
1247,2,506,4
1248,2,509,4
1249,2,511,1
1250,2,513,1
1251,2,515,1
1252,2,517,4
1253,2,519,4
1254,2,522,4
1255,2,524,4
1256,2,527,4
1257,2,529,4
1258,2,531,4
1259,2,457,4
1260,2,460,4
1261,2,461,4
1262,2,463,4
1263,2,464,4
1264,2,465,4
1265,2,466,2
1266,2,467,2
1267,2,468,1
1268,2,469,4
1269,2,470,1
1270,2,471,1
1271,2,472,4
1272,2,475,0
1273,2,476,4
1274,2,477,4
1275,2,496,1
1276,2,497,1
1277,2,499,1
1278,2,500,1
1279,2,502,1
1280,2,503,1
1281,2,505,4
1282,2,508,4
1283,2,510,4
1284,2,512,1
1285,2,514,1
1286,2,516,1
1287,2,518,4
1288,2,520,4
1289,2,521,4
1290,2,523,4
1291,2,525,4
1292,2,526,4
1293,2,528,4
1294,2,530,4
1295,2,532,2
1296,2,535,4
1297,2,538,0
1298,2,539,0
1299,2,540,4
1300,2,543,4
1301,2,546,4
1302,2,550,4
1303,2,551,4
1304,2,554,4
1305,2,556,4
1306,2,557,4
1307,2,559,4
1308,2,561,4
1309,2,562,4
1310,2,564,1
1311,2,566,1
1312,2,568,4
1313,2,570,1
1314,2,572,6
1315,2,574,6
1316,2,577,4
1317,2,580,4
1318,2,582,4
1319,2,585,4
1320,2,587,4
1321,2,588,4
1322,2,590,4
1323,2,592,4
1324,2,594,4
1325,2,595,4
1326,2,597,4
1327,2,602,4
1328,2,605,4
1329,2,607,4
1330,2,534,2
1331,2,536,4
1332,2,537,4
1333,2,541,4
1334,2,542,4
1335,2,544,4
1336,2,545,4
1337,2,547,4
1338,2,552,4
1339,2,553,4
1340,2,555,4
1341,2,558,4
1342,2,560,4
1343,2,565,1
1344,2,567,1
1345,2,569,4
1346,2,571,1
1347,2,573,6
1348,2,575,6
1349,2,576,6
1350,2,578,4
1351,2,579,4
1352,2,581,4
1353,2,583,4
1354,2,584,4
1355,2,586,4
1356,2,589,4
1357,2,591,4
1358,2,593,4
1359,2,596,4
1360,2,598,4
1361,2,603,4
1362,2,604,4
1363,2,606,4
1364,2,608,4
1365,2,610,4
1366,2,613,4
1367,2,616,4
1368,2,618,4
1369,2,619,4
1370,2,621,4
1371,2,624,4
1372,2,626,4
1373,2,627,0
1374,2,631,4
1375,2,632,4
1376,2,633,4
1377,2,636,4
1378,2,641,0
1379,2,642,0
1380,2,645,0
1381,2,650,1
1382,2,653,1
1383,2,656,1
1384,2,659,4
1385,2,661,4
1386,2,664,4
1387,2,667,7
1388,2,672,4
1389,2,674,4
1390,2,676,4
1391,2,677,4
1392,2,679,4
1393,2,682,4
1394,2,684,4
1395,2,686,4
1396,2,611,4
1397,2,612,4
1398,2,614,4
1399,2,617,4
1400,2,625,4
1401,2,628,0
1402,2,634,4
1403,2,635,4
1404,2,637,4
1405,2,651,1
1406,2,652,1
1407,2,654,1
1408,2,655,1
1409,2,657,1
1410,2,658,1
1411,2,660,4
1412,2,662,4
1413,2,663,4
1414,2,665,4
1415,2,668,7
1416,2,673,4
1417,2,675,4
1418,2,678,4
1419,2,680,4
1420,2,681,4
1421,2,683,4
1422,2,685,4
1423,2,688,4
1424,2,690,4
1425,2,692,4
1426,2,694,4
1427,2,696,1
1428,2,698,1
1429,2,701,4
1430,2,702,4
1431,2,704,4
1432,2,707,4
1433,2,708,4
1434,2,710,4
1435,2,712,4
1436,2,714,4
1437,2,722,1
1438,2,725,1
1439,2,728,1
1440,2,731,4
1441,2,734,4
1442,2,736,4
1443,2,739,4
1444,2,741,6
1445,2,742,4
1446,2,744,4
1447,2,746,4
1448,2,747,4
1449,2,749,4
1450,2,751,4
1451,2,753,4
1452,2,755,4
1453,2,757,1
1454,2,759,4
1455,2,764,6
1456,2,689,4
1457,2,691,4
1458,2,693,4
1459,2,695,4
1460,2,699,1
1461,2,700,1
1462,2,705,4
1463,2,706,4
1464,2,709,4
1465,2,711,4
1466,2,713,4
1467,2,715,4
1468,2,723,1
1469,2,724,1
1470,2,726,1
1471,2,727,1
1472,2,730,1
1473,2,732,4
1474,2,733,4
1475,2,735,4
1476,2,737,4
1477,2,738,4
1478,2,740,4
1479,2,743,4
1480,2,745,4
1481,2,748,4
1482,2,750,4
1483,2,752,4
1484,2,754,4
1485,2,756,4
1486,2,760,4
1487,2,765,4
1488,2,766,4
1489,2,767,4
1490,2,769,4
1491,2,771,4
1492,2,775,4
1493,2,776,4
1494,2,777,4
1495,2,778,4
1496,2,779,4
1497,2,780,4
1498,2,782,4
1499,2,810,1
1500,2,813,1
1501,2,816,1
1502,2,819,4
1503,2,821,4
1504,2,824,4
1505,2,827,4
1506,2,829,4
1507,2,831,4
1508,2,833,4
1509,2,835,4
1510,2,837,4
1511,2,840,4
1512,2,919,4
1513,2,783,4
1514,2,784,4
1515,2,811,1
1516,2,812,1
1517,2,814,1
1518,2,815,1
1519,2,817,1
1520,2,818,1
1521,2,820,4
1522,2,822,4
1523,2,823,4
1524,2,825,4
1525,2,828,4
1526,2,830,4
1527,2,832,4
1528,2,834,4
1529,2,836,4
1530,2,838,4
1531,2,839,4
1532,2,841,4
1533,2,843,4
1534,2,845,4
1535,2,846,4
1536,2,848,4
1537,2,850,4
1538,2,852,4
1539,2,859,0
1540,2,871,4
1541,2,872,4
1542,2,874,4
1543,2,875,4
1544,2,876,4
1545,2,877,4
1546,2,878,4
1547,2,884,4
1548,2,885,4
1549,2,891,1
1550,2,906,1
1551,2,909,1
1552,2,912,1
1553,2,915,4
1554,2,917,4
1555,2,844,4
1556,2,847,4
1557,2,849,4
1558,2,851,4
1559,2,853,4
1560,2,860,0
1561,2,862,4
1562,2,863,4
1563,2,864,6
1564,2,865,4
1565,2,866,4
1566,2,867,4
1567,2,873,4
1568,2,879,4
1569,2,886,4
1570,2,887,4
1571,2,892,1
1572,2,899,4
1573,2,900,4
1574,2,902,4
1575,2,903,4
1576,2,904,4
1577,2,907,1
1578,2,908,1
1579,2,910,1
1580,2,911,1
1581,2,913,1
1582,2,914,1
1583,2,916,0
1584,2,918,4
1585,2,921,4
1586,2,926,4
1587,2,928,4
1588,2,931,4
1589,2,932,4
1590,2,935,4
1591,2,938,4
1592,2,940,4
1593,2,942,4
1594,2,944,4
1595,2,946,4
1596,2,948,4
1597,2,950,4
1598,2,951,4
1599,2,953,4
1600,2,955,4
1601,2,960,4
1602,2,962,4
1603,2,963,4
1604,2,965,4
1605,2,967,4
1606,2,968,4
1607,2,969,4
1608,2,971,4
1609,2,973,4
1610,2,974,4
1611,2,976,4
1612,2,977,4
1613,2,978,4
1614,2,996,4
1615,2,922,4
1616,2,923,4
1617,2,927,4
1618,2,929,4
1619,2,933,4
1620,2,934,4
1621,2,936,4
1622,2,937,4
1623,2,939,4
1624,2,941,4
1625,2,943,4
1626,2,945,4
1627,2,947,4
1628,2,949,4
1629,2,952,4
1630,2,954,4
1631,2,956,4
1632,2,961,4
1633,2,964,4
1634,2,970,4
1635,2,972,4
1636,2,975,4
1637,2,979,4
1638,2,980,4
1639,2,981,4
1640,2,982,4
1641,2,983,4
1642,2,1014,0
1643,2,1015,0
1644,2,1016,0
1645,2,1024,4
1646,2,2,1
1647,2,76,4
1648,2,153,1
1649,2,226,4
1650,2,301,6
1651,2,391,1
1652,2,423,4
1653,2,454,4
1654,2,473,4
1655,2,507,4
1656,2,533,2
1657,2,563,4
1658,2,609,4
1659,2,620,4
1660,2,666,4
1661,2,687,4
1662,2,697,1
