id,species_id,creature_id,default_variety
357,254,10065,false
358,255,255,true
359,256,256,true
360,257,257,true
361,257,10050,false
362,258,258,true
363,259,259,true
364,260,260,true
365,260,10064,false
366,261,261,true
367,262,262,true
368,263,263,true
369,263,10174,false
370,264,264,true
371,264,10175,false
372,265,265,true
373,266,266,true
374,267,267,true
375,268,268,true
376,269,269,true
377,270,270,true
378,271,271,true
379,272,272,true
380,273,273,true
381,274,274,true
382,275,275,true
383,276,276,true
384,277,277,true
385,278,278,true
386,279,279,true
387,280,280,true
388,281,281,true
389,282,282,true
390,282,10051,false
391,283,283,true
392,284,284,true
393,285,285,true
394,286,286,true
395,287,287,true
396,288,288,true
397,289,289,true
398,290,290,true
399,291,291,true
400,292,292,true
401,293,293,true
402,294,294,true
403,295,295,true
404,296,296,true
405,297,297,true
406,298,298,true
407,299,299,true
408,300,300,true
409,301,301,true
410,302,302,true
411,302,10066,false
412,303,303,true
413,303,10052,false
414,304,304,true
415,305,305,true
416,306,306,true
417,306,10053,false
418,307,307,true
419,308,308,true
420,308,10054,false
421,309,309,true
422,310,310,true
423,310,10055,false
424,311,311,true
425,312,312,true
426,313,313,true
427,314,314,true
428,315,315,true
429,316,316,true
430,317,317,true
431,318,318,true
432,319,319,true
433,319,10070,false
434,320,320,true
435,321,321,true
436,322,322,true
437,323,323,true
438,323,10087,false
439,324,324,true
440,325,325,true
441,326,326,true
442,327,327,true
443,328,328,true
444,329,329,true
445,330,330,true
446,331,331,true
447,332,332,true
448,333,333,true
449,334,334,true
450,334,10067,false
451,335,335,true
452,336,336,true
453,337,337,true
454,338,338,true
455,339,339,true
456,340,340,true
457,341,341,true
458,342,342,true
459,343,343,true
460,344,344,true
461,345,345,true
462,346,346,true
463,347,347,true
464,348,348,true
465,349,349,true
466,350,350,true
467,351,351,true
468,351,10013,false
469,351,10014,false
470,351,10015,false
471,352,352,true
472,353,353,true
473,354,354,true
474,354,10056,false
475,355,355,true
476,356,356,true
477,357,357,true
478,358,358,true
479,358,10306,false
480,359,359,true
481,359,10057,false
482,359,10307,false
483,360,360,true
484,361,361,true
485,362,362,true
486,362,10074,false
487,363,363,true
488,364,364,true
489,365,365,true
490,366,366,true
491,367,367,true
492,368,368,true
493,369,369,true
494,370,370,true
495,371,371,true
496,372,372,true
497,373,373,true
498,373,10089,false
499,374,374,true
500,375,375,true
501,376,376,true
502,376,10076,false
503,377,377,true
504,378,378,true
505,379,379,true
506,380,380,true
507,380,10062,false
508,381,381,true
509,381,10063,false
510,382,382,true
511,382,10077,false
512,383,383,true
513,383,10078,false
514,384,384,true
515,384,10079,false
516,385,385,true
517,386,386,true
518,386,10001,false
519,386,10002,false
520,386,10003,false
521,387,387,true
522,388,388,true
523,389,389,true
524,390,390,true
525,391,391,true
526,392,392,true
527,393,393,true
528,394,394,true
529,395,395,true
530,396,396,true
531,397,397,true
532,398,398,true
533,398,10308,false
534,399,399,true
535,400,400,true
536,401,401,true
537,402,402,true
538,403,403,true
539,404,404,true
540,405,405,true
541,406,406,true
542,407,407,true
543,408,408,true
544,409,409,true
545,410,410,true
546,411,411,true
547,412,412,true
548,413,413,true
549,413,10004,false
550,413,10005,false
551,414,414,true
552,415,415,true
553,416,416,true
554,417,417,true
555,418,418,true
556,419,419,true
557,420,420,true
558,421,421,true
559,422,422,true
560,423,423,true
561,424,424,true
562,425,425,true
563,426,426,true
564,427,427,true
565,428,428,true
566,428,10088,false
567,429,429,true
568,430,430,true
569,431,431,true
570,432,432,true
571,433,433,true
572,434,434,true
573,435,435,true
574,436,436,true
575,437,437,true
576,438,438,true
577,439,439,true
578,440,440,true
579,441,441,true
580,442,442,true
581,443,443,true
582,444,444,true
583,445,445,true
584,445,10058,false
585,445,10309,false
586,446,446,true
587,447,447,true
588,448,448,true
589,448,10059,false
590,448,10310,false
591,449,449,true
592,450,450,true
593,451,451,true
594,452,452,true
595,453,453,true
596,454,454,true
597,455,455,true
598,456,456,true
599,457,457,true
600,458,458,true
601,459,459,true
602,460,460,true
603,460,10060,false
604,461,461,true
605,462,462,true
606,463,463,true
607,464,464,true
608,465,465,true
609,466,466,true
610,467,467,true
611,468,468,true
612,469,469,true
613,470,470,true
614,471,471,true
615,472,472,true
616,473,473,true
617,474,474,true
618,475,475,true
619,475,10068,false
620,476,476,true
621,477,477,true
622,478,478,true
623,478,10285,false
624,479,479,true
625,479,10008,false
626,479,10009,false
627,479,10010,false
628,479,10011,false
629,479,10012,false
630,480,480,true
631,481,481,true
632,482,482,true
633,483,483,true
634,483,10245,false
635,484,484,true
636,484,10246,false
637,485,485,true
638,485,10311,false
639,486,486,true
640,487,487,true
641,487,10007,false
642,488,488,true
643,489,489,true
644,490,490,true
645,491,491,true
646,491,10312,false
647,492,492,true
648,492,10006,false
649,493,493,true
650,494,494,true
651,495,495,true
652,496,496,true
653,497,497,true
654,498,498,true
655,499,499,true
656,500,500,true
657,500,10286,false
658,501,501,true
659,502,502,true
660,503,503,true
661,503,10236,false
662,504,504,true
663,505,505,true
664,506,506,true
665,507,507,true
666,508,508,true
667,509,509,true
668,510,510,true
669,511,511,true
670,512,512,true
671,513,513,true
672,514,514,true
673,515,515,true
674,516,516,true
675,517,517,true
676,518,518,true
677,519,519,true
678,520,520,true
679,521,521,true
680,522,522,true
681,523,523,true
682,524,524,true
683,525,525,true
684,526,526,true
685,527,527,true
686,528,528,true
687,529,529,true
688,530,530,true
689,530,10287,false
690,531,531,true
691,531,10069,false
692,532,532,true
693,533,533,true
694,534,534,true
695,535,535,true
696,536,536,true
697,537,537,true
698,538,538,true
699,539,539,true
700,540,540,true
701,541,541,true
702,542,542,true
703,543,543,true
704,544,544,true
705,545,545,true
706,545,10288,false
707,546,546,true
708,547,547,true
709,548,548,true
710,549,549,true
711,549,10237,false
712,550,550,true
713,550,10016,false
714,550,10247,false
715,551,551,true
716,552,552,true
717,553,553,true
718,554,554,true
719,554,10176,false
720,555,555,true
721,555,10017,false
722,555,10177,false
723,555,10178,false
724,556,556,true
725,557,557,true
726,558,558,true
727,559,559,true
728,560,560,true
729,560,10289,false
730,561,561,true
731,562,562,true
732,562,10179,false
733,563,563,true
734,564,564,true
735,565,565,true
736,566,566,true
737,567,567,true
738,568,568,true
739,569,569,true
740,569,10207,false
741,570,570,true
742,570,10238,false
743,571,571,true
744,571,10239,false
745,572,572,true
746,573,573,true
747,574,574,true
748,575,575,true
749,576,576,true
750,577,577,true
751,578,578,true
752,579,579,true
753,580,580,true
754,581,581,true
755,582,582,true
756,583,583,true
757,584,584,true
758,585,585,true
759,586,586,true
760,587,587,true
761,588,588,true
762,589,589,true
763,590,590,true
764,591,591,true
765,592,592,true
766,593,593,true
767,594,594,true
768,595,595,true
769,596,596,true
770,597,597,true
771,598,598,true
772,599,599,true
773,600,600,true
774,601,601,true
775,602,602,true
776,603,603,true
777,604,604,true
778,604,10290,false
779,605,605,true
780,606,606,true
781,607,607,true
782,608,608,true
783,609,609,true
784,609,10291,false
785,610,610,true
786,611,611,true
787,612,612,true
788,613,613,true
789,614,614,true
790,615,615,true
791,616,616,true
792,617,617,true
793,618,618,true
794,618,10180,false
795,619,619,true
796,620,620,true
797,621,621,true
798,622,622,true
799,623,623,true
800,623,10313,false
801,624,624,true
802,625,625,true
803,626,626,true
804,627,627,true
805,628,628,true
806,628,10240,false
807,629,629,true
808,630,630,true
809,631,631,true
810,632,632,true
811,633,633,true
812,634,634,true
813,635,635,true
814,636,636,true
815,637,637,true
816,638,638,true
817,639,639,true
818,640,640,true
819,641,641,true
820,641,10019,false
821,642,642,true
822,642,10020,false
823,643,643,true
824,644,644,true
825,645,645,true
826,645,10021,false
827,646,646,true
828,646,10022,false
829,646,10023,false
830,647,647,true
831,647,10024,false
832,648,648,true
833,648,10018,false
834,649,649,true
835,650,650,true
836,651,651,true
837,652,652,true
838,652,10292,false
839,653,653,true
840,654,654,true
841,655,655,true
842,655,10293,false
843,656,656,true
844,657,657,true
845,658,658,true
846,658,10116,false
847,658,10117,false
848,658,10294,false
849,659,659,true
850,660,660,true
851,661,661,true
852,662,662,true
853,663,663,true
854,664,664,true
855,665,665,true
856,666,666,true
857,667,667,true
858,668,668,true
859,668,10295,false
860,669,669,true
861,670,670,true
862,670,10061,false
863,670,10296,false
864,671,671,true
865,672,672,true
866,673,673,true
867,674,674,true
868,675,675,true
869,676,676,true
870,677,677,true
871,678,678,true
872,678,10025,false
873,678,10314,false
874,678,10326,false
875,679,679,true
876,680,680,true
877,681,681,true
878,681,10026,false
879,682,682,true
880,683,683,true
881,684,684,true
882,685,685,true
883,686,686,true
884,687,687,true
885,687,10297,false
886,688,688,true
887,689,689,true
888,689,10298,false
889,690,690,true
890,691,691,true
891,691,10299,false
892,692,692,true
893,693,693,true
894,694,694,true
895,695,695,true
896,696,696,true
897,697,697,true
898,698,698,true
899,699,699,true
900,700,700,true
901,701,701,true
902,701,10300,false
903,702,702,true
904,703,703,true
905,704,704,true
906,705,705,true
907,705,10241,false
908,706,706,true
909,706,10242,false
910,707,707,true
911,708,708,true
912,709,709,true
913,710,710,true
914,710,10027,false
915,710,10028,false
916,710,10029,false
917,711,711,true
918,711,10030,false
919,711,10031,false
920,711,10032,false
921,712,712,true
922,713,713,true
923,713,10243,false
924,714,714,true
925,715,715,true
926,716,716,true
927,717,717,true
928,718,718,true
929,718,10118,false
930,718,10119,false
931,718,10120,false
932,718,10181,false
933,718,10301,false
934,719,719,true
935,719,10075,false
936,720,720,true
937,720,10086,false
938,721,721,true
939,722,722,true
940,723,723,true
941,724,724,true
942,724,10244,false
943,725,725,true
944,726,726,true
945,727,727,true
946,728,728,true
947,729,729,true
948,730,730,true
949,731,731,true
950,732,732,true
951,733,733,true
952,734,734,true
953,735,735,true
954,735,10121,false
955,736,736,true
956,737,737,true
957,738,738,true
958,738,10122,false
959,739,739,true
960,740,740,true
961,740,10315,false
962,741,741,true
963,741,10123,false
964,741,10124,false
965,741,10125,false
966,742,742,true
967,743,743,true
968,743,10150,false
969,744,744,true
970,744,10151,false
971,745,745,true
972,745,10126,false
973,745,10152,false
974,746,746,true
975,746,10127,false
976,747,747,true
977,748,748,true
978,749,749,true
979,750,750,true
980,751,751,true
981,752,752,true
982,752,10153,false
983,753,753,true
984,754,754,true
985,754,10128,false
986,755,755,true
987,756,756,true
988,757,757,true
989,758,758,true
990,758,10129,false
991,759,759,true
992,760,760,true
993,761,761,true
994,762,762,true
995,763,763,true
996,764,764,true
997,765,765,true
998,766,766,true
999,767,767,true
1000,768,768,true
1001,768,10316,false
1002,769,769,true
1003,770,770,true
1004,771,771,true
1005,772,772,true
1006,773,773,true
1007,774,774,true
1008,774,10130,false
1009,774,10131,false
1010,774,10132,false
1011,774,10133,false
1012,774,10134,false
1013,774,10135,false
1014,774,10136,false
1015,774,10137,false
1016,774,10138,false
1017,774,10139,false
1018,774,10140,false
1019,774,10141,false
1020,774,10142,false
1021,775,775,true
1022,776,776,true
1023,777,777,true
1024,777,10154,false
1025,778,778,true
1026,778,10143,false
1027,778,10144,false
1028,778,10145,false
1029,779,779,true
1030,780,780,true
1031,780,10302,false
1032,781,781,true
1033,782,782,true
1034,783,783,true
1035,784,784,true
1036,784,10146,false
1037,785,785,true
1038,786,786,true
1039,787,787,true
1040,788,788,true
1041,789,789,true
1042,790,790,true
1043,791,791,true
1044,792,792,true
1045,793,793,true
1046,794,794,true
1047,795,795,true
1048,796,796,true
1049,797,797,true
1050,798,798,true
1051,799,799,true
1052,800,800,true
1053,800,10155,false
1054,800,10156,false
1055,800,10157,false
1056,801,801,true
1057,801,10147,false
1058,801,10317,false
1059,801,10318,false
1060,802,802,true
1061,803,803,true
1062,804,804,true
1063,805,805,true
1064,806,806,true
1065,807,807,true
1066,807,10319,false
1067,808,808,true
1068,809,809,true
1069,809,10208,false
1070,810,810,true
1071,811,811,true
1072,812,812,true
1073,812,10209,false
1074,813,813,true
1075,814,814,true
1076,815,815,true
1077,815,10210,false
1078,816,816,true
1079,817,817,true
1080,818,818,true
1081,818,10211,false
1082,819,819,true
1083,820,820,true
1084,821,821,true
1085,822,822,true
1086,823,823,true
1087,823,10212,false
1088,824,824,true
1089,825,825,true
1090,826,826,true
1091,826,10213,false
1092,827,827,true
1093,828,828,true
1094,829,829,true
1095,830,830,true
1096,831,831,true
1097,832,832,true
1098,833,833,true
1099,834,834,true
1100,834,10214,false
1101,835,835,true
1102,836,836,true
1103,837,837,true
1104,838,838,true
1105,839,839,true
1106,839,10215,false
1107,840,840,true
1108,841,841,true
1109,841,10216,false
1110,842,842,true
1111,842,10217,false
1112,843,843,true
1113,844,844,true
1114,844,10218,false
1115,845,845,true
1116,845,10182,false
1117,845,10183,false
1118,846,846,true
1119,847,847,true
1120,848,848,true
1121,849,849,true
1122,849,10184,false
1123,849,10219,false
1124,849,10228,false
1125,850,850,true
1126,851,851,true
1127,851,10220,false
1128,852,852,true
1129,853,853,true
1130,854,854,true
1131,855,855,true
1132,856,856,true
1133,857,857,true
1134,858,858,true
1135,858,10221,false
1136,859,859,true
1137,860,860,true
1138,861,861,true
1139,861,10222,false
1140,862,862,true
1141,863,863,true
1142,864,864,true
1143,865,865,true
1144,866,866,true
1145,867,867,true
1146,868,868,true
1147,869,869,true
1148,869,10223,false
1149,870,870,true
1150,870,10303,false
1151,871,871,true
1152,872,872,true
1153,873,873,true
1154,874,874,true
1155,875,875,true
1156,875,10185,false
1157,876,876,true
1158,876,10186,false
1159,877,877,true
1160,877,10187,false
1161,878,878,true
1162,879,879,true
1163,879,10224,false
1164,880,880,true
1165,881,881,true
1166,882,882,true
1167,883,883,true
1168,884,884,true
1169,884,10225,false
1170,885,885,true
1171,886,886,true
1172,887,887,true
1173,888,888,true
1174,888,10188,false
1175,889,889,true
1176,889,10189,false
1177,890,890,true
1178,890,10190,false
1179,891,891,true
1180,892,892,true
1181,892,10191,false
1182,892,10226,false
1183,892,10227,false
1184,893,893,true
1185,893,10192,false
1186,894,894,true
1187,895,895,true
1188,896,896,true
1189,897,897,true
1190,898,898,true
1191,898,10193,false
1192,898,10194,false
1193,899,899,true
1194,900,900,true
1195,901,901,true
1196,901,10272,false
1197,902,902,true
1198,902,10248,false
1199,903,903,true
1200,904,904,true
1201,905,905,true
1202,905,10249,false
1203,906,906,true
1204,907,907,true
1205,908,908,true
1206,909,909,true
1207,910,910,true
1208,911,911,true
1209,912,912,true
1210,913,913,true
1211,914,914,true
1212,915,915,true
1213,916,916,true
1214,916,10254,false
1215,917,917,true
1216,918,918,true
1217,919,919,true
1218,920,920,true
1219,921,921,true
1220,922,922,true
1221,923,923,true
1222,924,924,true
1223,925,925,true
1224,925,10257,false
1225,926,926,true
1226,927,927,true
1227,928,928,true
1228,929,929,true
1229,930,930,true
1230,931,931,true
1231,931,10260,false
1232,931,10261,false
1233,931,10262,false
1234,932,932,true
1235,933,933,true
1236,934,934,true
1237,935,935,true
1238,936,936,true
1239,937,937,true
1240,938,938,true
1241,939,939,true
1242,940,940,true
1243,941,941,true
1244,942,942,true
1245,943,943,true
1246,944,944,true
1247,945,945,true
1248,946,946,true
1249,947,947,true
1250,948,948,true
1251,949,949,true
1252,950,950,true
1253,951,951,true
1254,952,952,true
1255,952,10320,false
1256,953,953,true
1257,954,954,true
1258,955,955,true
1259,956,956,true
1260,957,957,true
1261,958,958,true
1262,959,959,true
1263,960,960,true
1264,961,961,true
1265,962,962,true
1266,963,963,true
1267,964,964,true
1268,964,10256,false
1269,965,965,true
1270,966,966,true
1271,967,967,true
1272,968,968,true
1273,969,969,true
1274,970,970,true
1275,970,10321,false
1276,971,971,true
1277,972,972,true
1278,973,973,true
1279,974,974,true
1280,975,975,true
1281,976,976,true
1282,977,977,true
1283,978,978,true
1284,978,10258,false
1285,978,10259,false
1286,978,10322,false
1287,978,10323,false
1288,978,10324,false
1289,979,979,true
1290,980,980,true
1291,981,981,true
1292,982,982,true
1293,982,10255,false
1294,983,983,true
1295,984,984,true
1296,985,985,true
1297,986,986,true
1298,987,987,true
1299,988,988,true
1300,989,989,true
1301,990,990,true
1302,991,991,true
1303,992,992,true
1304,993,993,true
1305,994,994,true
1306,995,995,true
1307,996,996,true
1308,997,997,true
1309,998,998,true
1310,998,10325,false
1311,999,999,true
1312,999,10263,false
1313,1000,1000,true
1314,1001,1001,true
1315,1002,1002,true
1316,1003,1003,true
1317,1004,1004,true
1318,1005,1005,true
1319,1006,1006,true
1320,1007,1007,true
1321,1007,10264,false
1322,1007,10265,false
1323,1007,10266,false
1324,1007,10267,false
1325,1008,1008,true
1326,1008,10268,false
1327,1008,10269,false
1328,1008,10270,false
1329,1008,10271,false
1330,1009,1009,true
1331,1010,1010,true
1332,1011,1011,true
1333,1012,1012,true
1334,1013,1013,true
1335,1014,1014,true
1336,1015,1015,true
1337,1016,1016,true
1338,1017,1017,true
1339,1017,10273,false
1340,1017,10274,false
1341,1017,10275,false
1342,1018,1018,true
1343,1019,1019,true
1344,1020,1020,true
1345,1021,1021,true
1346,1022,1022,true
1347,1023,1023,true
1348,1024,1024,true
1349,1024,10276,false
1350,1024,10277,false
1351,1025,1025,true
