id,catalog_id,species_id,entry_number
325,1,325,325
326,1,326,326
327,1,327,327
328,1,328,328
329,1,329,329
330,1,330,330
331,1,331,331
332,1,332,332
333,1,333,333
334,1,334,334
335,1,335,335
336,1,336,336
337,1,337,337
338,1,338,338
339,1,339,339
340,1,340,340
341,1,341,341
342,1,342,342
343,1,343,343
344,1,344,344
345,1,345,345
346,1,346,346
347,1,347,347
348,1,348,348
349,1,349,349
350,1,350,350
351,1,351,351
352,1,352,352
353,1,353,353
354,1,354,354
355,1,355,355
356,1,356,356
357,1,357,357
358,1,358,358
359,1,359,359
360,1,360,360
361,1,361,361
362,1,362,362
363,1,363,363
364,1,364,364
365,1,365,365
366,1,366,366
367,1,367,367
368,1,368,368
369,1,369,369
370,1,370,370
371,1,371,371
372,1,372,372
373,1,373,373
374,1,374,374
375,1,375,375
376,1,376,376
377,1,377,377
378,1,378,378
379,1,379,379
380,1,380,380
381,1,381,381
382,1,382,382
383,1,383,383
384,1,384,384
385,1,385,385
386,1,386,386
387,1,387,387
388,1,388,388
389,1,389,389
390,1,390,390
391,1,391,391
392,1,392,392
393,1,393,393
394,1,394,394
395,1,395,395
396,1,396,396
397,1,397,397
398,1,398,398
399,1,399,399
400,1,400,400
401,1,401,401
402,1,402,402
403,1,403,403
404,1,404,404
405,1,405,405
406,1,406,406
407,1,407,407
408,1,408,408
409,1,409,409
410,1,410,410
411,1,411,411
412,1,412,412
413,1,413,413
414,1,414,414
415,1,415,415
416,1,416,416
417,1,417,417
418,1,418,418
419,1,419,419
420,1,420,420
421,1,421,421
422,1,422,422
423,1,423,423
424,1,424,424
425,1,425,425
426,1,426,426
427,1,427,427
428,1,428,428
429,1,429,429
430,1,430,430
431,1,431,431
432,1,432,432
433,1,433,433
434,1,434,434
435,1,435,435
436,1,436,436
437,1,437,437
438,1,438,438
439,1,439,439
440,1,440,440
441,1,441,441
442,1,442,442
443,1,443,443
444,1,444,444
445,1,445,445
446,1,446,446
447,1,447,447
448,1,448,448
449,1,449,449
450,1,450,450
451,1,451,451
452,1,452,452
453,1,453,453
454,1,454,454
455,1,455,455
456,1,456,456
457,1,457,457
458,1,458,458
459,1,459,459
460,1,460,460
461,1,461,461
462,1,462,462
463,1,463,463
464,1,464,464
465,1,465,465
466,1,466,466
467,1,467,467
468,1,468,468
469,1,469,469
470,1,470,470
471,1,471,471
472,1,472,472
473,1,473,473
474,1,474,474
475,1,475,475
476,1,476,476
477,1,477,477
478,1,478,478
479,1,479,479
480,1,480,480
481,1,481,481
482,1,482,482
483,1,483,483
484,1,484,484
485,1,485,485
486,1,486,486
487,1,487,487
488,1,488,488
489,1,489,489
490,1,490,490
491,1,491,491
492,1,492,492
493,1,493,493
494,1,494,494
495,1,495,495
496,1,496,496
497,1,497,497
498,1,498,498
499,1,499,499
500,1,500,500
501,1,501,501
502,1,502,502
503,1,503,503
504,1,504,504
505,1,505,505
506,1,506,506
507,1,507,507
508,1,508,508
509,1,509,509
510,1,510,510
511,1,511,511
512,1,512,512
513,1,513,513
514,1,514,514
515,1,515,515
516,1,516,516
517,1,517,517
518,1,518,518
519,1,519,519
520,1,520,520
521,1,521,521
522,1,522,522
523,1,523,523
524,1,524,524
525,1,525,525
526,1,526,526
527,1,527,527
528,1,528,528
529,1,529,529
530,1,530,530
531,1,531,531
532,1,532,532
533,1,533,533
534,1,534,534
535,1,535,535
536,1,536,536
537,1,537,537
538,1,538,538
539,1,539,539
540,1,540,540
541,1,541,541
542,1,542,542
543,1,543,543
544,1,544,544
545,1,545,545
546,1,546,546
547,1,547,547
548,1,548,548
549,1,549,549
550,1,550,550
551,1,551,551
552,1,552,552
553,1,553,553
554,1,554,554
555,1,555,555
556,1,556,556
557,1,557,557
558,1,558,558
559,1,559,559
560,1,560,560
561,1,561,561
562,1,562,562
563,1,563,563
564,1,564,564
565,1,565,565
566,1,566,566
567,1,567,567
568,1,568,568
569,1,569,569
570,1,570,570
571,1,571,571
572,1,572,572
573,1,573,573
574,1,574,574
575,1,575,575
576,1,576,576
577,1,577,577
578,1,578,578
579,1,579,579
580,1,580,580
581,1,581,581
582,1,582,582
583,1,583,583
584,1,584,584
585,1,585,585
586,1,586,586
587,1,587,587
588,1,588,588
589,1,589,589
590,1,590,590
591,1,591,591
592,1,592,592
593,1,593,593
594,1,594,594
595,1,595,595
596,1,596,596
597,1,597,597
598,1,598,598
599,1,599,599
600,1,600,600
601,1,601,601
602,1,602,602
603,1,603,603
604,1,604,604
605,1,605,605
606,1,606,606
607,1,607,607
608,1,608,608
609,1,609,609
610,1,610,610
611,1,611,611
612,1,612,612
613,1,613,613
614,1,614,614
615,1,615,615
616,1,616,616
617,1,617,617
618,1,618,618
619,1,619,619
620,1,620,620
621,1,621,621
622,1,622,622
623,1,623,623
624,1,624,624
625,1,625,625
626,1,626,626
627,1,627,627
628,1,628,628
629,1,629,629
630,1,630,630
631,1,631,631
632,1,632,632
633,1,633,633
634,1,634,634
635,1,635,635
636,1,636,636
637,1,637,637
638,1,638,638
639,1,639,639
640,1,640,640
641,1,641,641
642,1,642,642
643,1,643,643
644,1,644,644
645,1,645,645
646,1,646,646
647,1,647,647
648,1,648,648
649,1,649,649
650,1,650,650
651,1,651,651
652,1,652,652
653,1,653,653
654,1,654,654
655,1,655,655
656,1,656,656
657,1,657,657
658,1,658,658
659,1,659,659
660,1,660,660
661,1,661,661
662,1,662,662
663,1,663,663
664,1,664,664
665,1,665,665
666,1,666,666
667,1,667,667
668,1,668,668
669,1,669,669
670,1,670,670
671,1,671,671
672,1,672,672
673,1,673,673
674,1,674,674
675,1,675,675
676,1,676,676
677,1,677,677
678,1,678,678
679,1,679,679
680,1,680,680
681,1,681,681
682,1,682,682
683,1,683,683
684,1,684,684
685,1,685,685
686,1,686,686
687,1,687,687
688,1,688,688
689,1,689,689
690,1,690,690
691,1,691,691
692,1,692,692
693,1,693,693
694,1,694,694
695,1,695,695
696,1,696,696
697,1,697,697
698,1,698,698
699,1,699,699
700,1,700,700
701,1,701,701
702,1,702,702
703,1,703,703
704,1,704,704
705,1,705,705
706,1,706,706
707,1,707,707
708,1,708,708
709,1,709,709
710,1,710,710
711,1,711,711
712,1,712,712
713,1,713,713
714,1,714,714
715,1,715,715
716,1,716,716
717,1,717,717
718,1,718,718
719,1,719,719
720,1,720,720
721,1,721,721
722,1,722,722
723,1,723,723
724,1,724,724
725,1,725,725
726,1,726,726
727,1,727,727
728,1,728,728
729,1,729,729
730,1,730,730
731,1,731,731
732,1,732,732
733,1,733,733
734,1,734,734
735,1,735,735
736,1,736,736
737,1,737,737
738,1,738,738
739,1,739,739
740,1,740,740
741,1,741,741
742,1,742,742
743,1,743,743
744,1,744,744
745,1,745,745
746,1,746,746
747,1,747,747
748,1,748,748
749,1,749,749
750,1,750,750
751,1,751,751
752,1,752,752
753,1,753,753
754,1,754,754
755,1,755,755
756,1,756,756
757,1,757,757
758,1,758,758
759,1,759,759
760,1,760,760
761,1,761,761
762,1,762,762
763,1,763,763
764,1,764,764
765,1,765,765
766,1,766,766
767,1,767,767
768,1,768,768
769,1,769,769
770,1,770,770
771,1,771,771
772,1,772,772
773,1,773,773
774,1,774,774
775,1,775,775
776,1,776,776
777,1,777,777
778,1,778,778
779,1,779,779
780,1,780,780
781,1,781,781
782,1,782,782
783,1,783,783
784,1,784,784
785,1,785,785
786,1,786,786
787,1,787,787
788,1,788,788
789,1,789,789
790,1,790,790
791,1,791,791
792,1,792,792
793,1,793,793
794,1,794,794
795,1,795,795
796,1,796,796
797,1,797,797
798,1,798,798
799,1,799,799
800,1,800,800
801,1,801,801
802,1,802,802
803,1,803,803
804,1,804,804
805,1,805,805
806,1,806,806
807,1,807,807
808,1,808,808
809,1,809,809
810,1,810,810
811,1,811,811
812,1,812,812
813,1,813,813
814,1,814,814
815,1,815,815
816,1,816,816
817,1,817,817
818,1,818,818
819,1,819,819
820,1,820,820
821,1,821,821
822,1,822,822
823,1,823,823
824,1,824,824
825,1,825,825
826,1,826,826
827,1,827,827
828,1,828,828
829,1,829,829
830,1,830,830
831,1,831,831
832,1,832,832
833,1,833,833
834,1,834,834
835,1,835,835
836,1,836,836
837,1,837,837
838,1,838,838
839,1,839,839
840,1,840,840
841,1,841,841
842,1,842,842
843,1,843,843
844,1,844,844
845,1,845,845
846,1,846,846
847,1,847,847
848,1,848,848
849,1,849,849
850,1,850,850
851,1,851,851
852,1,852,852
853,1,853,853
854,1,854,854
855,1,855,855
856,1,856,856
857,1,857,857
858,1,858,858
859,1,859,859
860,1,860,860
861,1,861,861
862,1,862,862
863,1,863,863
864,1,864,864
865,1,865,865
866,1,866,866
867,1,867,867
868,1,868,868
869,1,869,869
870,1,870,870
871,1,871,871
872,1,872,872
873,1,873,873
874,1,874,874
875,1,875,875
876,1,876,876
877,1,877,877
878,1,878,878
879,1,879,879
880,1,880,880
881,1,881,881
882,1,882,882
883,1,883,883
884,1,884,884
885,1,885,885
886,1,886,886
887,1,887,887
888,1,888,888
889,1,889,889
890,1,890,890
891,1,891,891
892,1,892,892
893,1,893,893
894,1,894,894
895,1,895,895
896,1,896,896
897,1,897,897
898,1,898,898
899,1,899,899
900,1,900,900
901,1,901,901
902,1,902,902
903,1,903,903
904,1,904,904
905,1,905,905
906,1,906,906
907,1,907,907
908,1,908,908
909,1,909,909
910,1,910,910
911,1,911,911
912,1,912,912
913,1,913,913
914,1,914,914
915,1,915,915
916,1,916,916
917,1,917,917
918,1,918,918
919,1,919,919
920,1,920,920
921,1,921,921
922,1,922,922
923,1,923,923
924,1,924,924
925,1,925,925
926,1,926,926
927,1,927,927
928,1,928,928
929,1,929,929
930,1,930,930
931,1,931,931
932,1,932,932
933,1,933,933
934,1,934,934
935,1,935,935
936,1,936,936
937,1,937,937
938,1,938,938
939,1,939,939
940,1,940,940
941,1,941,941
942,1,942,942
943,1,943,943
944,1,944,944
945,1,945,945
946,1,946,946
947,1,947,947
948,1,948,948
949,1,949,949
950,1,950,950
951,1,951,951
952,1,952,952
953,1,953,953
954,1,954,954
955,1,955,955
956,1,956,956
957,1,957,957
958,1,958,958
959,1,959,959
960,1,960,960
961,1,961,961
962,1,962,962
963,1,963,963
964,1,964,964
965,1,965,965
966,1,966,966
967,1,967,967
968,1,968,968
969,1,969,969
970,1,970,970
971,1,971,971
972,1,972,972
973,1,973,973
974,1,974,974
975,1,975,975
976,1,976,976
977,1,977,977
978,1,978,978
979,1,979,979
980,1,980,980
981,1,981,981
982,1,982,982
983,1,983,983
984,1,984,984
985,1,985,985
986,1,986,986
987,1,987,987
988,1,988,988
989,1,989,989
990,1,990,990
991,1,991,991
992,1,992,992
993,1,993,993
994,1,994,994
995,1,995,995
996,1,996,996
997,1,997,997
998,1,998,998
999,1,999,999
1000,1,1000,1000
1001,1,1001,1001
1002,1,1002,1002
1003,1,1003,1003
1004,1,1004,1004
1005,1,1005,1005
1006,1,1006,1006
1007,1,1007,1007
1008,1,1008,1008
1009,1,1009,1009
1010,1,1010,1010
1011,1,1011,1011
1012,1,1012,1012
1013,1,1013,1013
1014,1,1014,1014
1015,1,1015,1015
1016,1,1016,1016
1017,1,1017,1017
1018,1,1018,1018
1019,1,1019,1019
1020,1,1020,1020
1021,1,1021,1021
1022,1,1022,1022
1023,1,1023,1023
1024,1,1024,1024
1025,1,1025,1025
1026,2,1,1
1027,2,2,2
1028,2,3,3
1029,2,4,4
1030,2,5,5
1031,2,6,6
1032,2,7,7
1033,2,8,8
1034,2,9,9
1035,2,10,10
1036,2,11,11
1037,2,12,12
1038,2,13,13
1039,2,14,14
1040,2,15,15
1041,2,16,16
1042,2,17,17
1043,2,18,18
1044,2,19,19
1045,2,20,20
1046,2,21,21
1047,2,22,22
1048,2,23,23
1049,2,24,24
1050,2,25,25
1051,2,26,26
1052,2,27,27
1053,2,28,28
1054,2,29,29
1055,2,30,30
1056,2,31,31
1057,2,32,32
1058,2,33,33
1059,2,34,34
1060,2,35,35
1061,2,36,36
1062,2,37,37
1063,2,38,38
1064,2,39,39
1065,2,40,40
1066,2,41,41
1067,2,42,42
1068,2,43,43
1069,2,44,44
1070,2,45,45
1071,2,46,46
1072,2,47,47
1073,2,48,48
1074,2,49,49
1075,2,50,50
1076,2,51,51
1077,2,52,52
1078,2,53,53
1079,2,54,54
1080,2,55,55
1081,2,56,56
1082,2,57,57
1083,2,58,58
1084,2,59,59
1085,2,60,60
1086,2,61,61
1087,2,62,62
1088,2,63,63
1089,2,64,64
1090,2,65,65
1091,2,66,66
1092,2,67,67
1093,2,68,68
1094,2,69,69
1095,2,70,70
1096,2,71,71
1097,2,72,72
1098,2,73,73
1099,2,74,74
1100,2,75,75
1101,2,76,76
1102,2,77,77
1103,2,78,78
1104,2,79,79
1105,2,80,80
1106,2,81,81
1107,2,82,82
1108,2,83,83
1109,2,84,84
1110,2,85,85
1111,2,86,86
1112,2,87,87
1113,2,88,88
1114,2,89,89
1115,2,90,90
1116,2,91,91
1117,2,92,92
1118,2,93,93
1119,2,94,94
1120,2,95,95
1121,2,96,96
1122,2,97,97
1123,2,98,98
1124,2,99,99
1125,2,100,100
1126,2,101,101
1127,2,102,102
1128,2,103,103
1129,2,104,104
1130,2,105,105
1131,2,106,106
1132,2,107,107
1133,2,108,108
1134,2,109,109
1135,2,110,110
1136,2,111,111
1137,2,112,112
1138,2,113,113
1139,2,114,114
1140,2,115,115
1141,2,116,116
1142,2,117,117
1143,2,118,118
1144,2,119,119
1145,2,120,120
1146,2,121,121
1147,2,122,122
1148,2,123,123
1149,2,124,124
1150,2,125,125
1151,2,126,126
1152,2,127,127
1153,2,128,128
1154,2,129,129
1155,2,130,130
1156,2,131,131
1157,2,132,132
1158,2,133,133
1159,2,134,134
1160,2,135,135
1161,2,136,136
1162,2,137,137
1163,2,138,138
1164,2,139,139
1165,2,140,140
1166,2,141,141
1167,2,142,142
1168,2,143,143
1169,2,144,144
1170,2,145,145
1171,2,146,146
1172,2,147,147
1173,2,148,148
1174,2,149,149
1175,2,150,150
1176,2,151,151
1177,3,152,1
1178,3,153,2
1179,3,154,3
1180,3,155,4
1181,3,156,5
1182,3,157,6
1183,3,158,7
1184,3,159,8
1185,3,160,9
1186,3,16,10
1187,3,17,11
1188,3,18,12
1189,3,21,13
1190,3,22,14
1191,3,163,15
1192,3,164,16
1193,3,19,17
1194,3,20,18
1195,3,161,19
1196,3,162,20
1197,3,172,21
1198,3,25,22
1199,3,26,23
1200,3,10,24
1201,3,11,25
1202,3,12,26
1203,3,13,27
1204,3,14,28
1205,3,15,29
1206,3,165,30
1207,3,166,31
1208,3,167,32
1209,3,168,33
1210,3,74,34
1211,3,75,35
1212,3,76,36
1213,3,41,37
1214,3,42,38
1215,3,169,39
1216,3,173,40
1217,3,35,41
1218,3,36,42
1219,3,174,43
1220,3,39,44
1221,3,40,45
1222,3,175,46
1223,3,176,47
1224,3,27,48
1225,3,28,49
1226,3,23,50
1227,3,24,51
1228,3,206,52
1229,3,179,53
1230,3,180,54
1231,3,181,55
1232,3,194,56
1233,3,195,57
1234,3,92,58
1235,3,93,59
1236,3,94,60
1237,3,201,61
1238,3,95,62
1239,3,208,63
1240,3,69,64
1241,3,70,65
1242,3,71,66
1243,3,187,67
1244,3,188,68
1245,3,189,69
1246,3,46,70
1247,3,47,71
1248,3,60,72
1249,3,61,73
1250,3,62,74
1251,3,186,75
1252,3,129,76
1253,3,130,77
1254,3,118,78
1255,3,119,79
1256,3,79,80
1257,3,80,81
1258,3,199,82
1259,3,43,83
1260,3,44,84
1261,3,45,85
1262,3,182,86
1263,3,96,87
1264,3,97,88
1265,3,63,89
1266,3,64,90
1267,3,65,91
1268,3,132,92
1269,3,204,93
1270,3,205,94
1271,3,29,95
1272,3,30,96
1273,3,31,97
1274,3,32,98
1275,3,33,99
1276,3,34,100
1277,3,193,101
1278,3,191,102
1279,3,192,103
1280,3,102,104
1281,3,103,105
1282,3,185,106
1283,3,202,107
1284,3,48,108
1285,3,49,109
1286,3,123,110
1287,3,212,111
1288,3,127,112
1289,3,214,113
1290,3,109,114
1291,3,110,115
1292,3,88,116
1293,3,89,117
1294,3,81,118
1295,3,82,119
1296,3,100,120
1297,3,101,121
1298,3,190,122
1299,3,209,123
1300,3,210,124
1301,3,37,125
1302,3,38,126
1303,3,58,127
1304,3,59,128
1305,3,234,129
1306,3,183,130
1307,3,184,131
1308,3,50,132
1309,3,51,133
1310,3,56,134
1311,3,57,135
1312,3,52,136
1313,3,53,137
1314,3,54,138
1315,3,55,139
1316,3,66,140
1317,3,67,141
1318,3,68,142
1319,3,236,143
1320,3,106,144
1321,3,107,145
1322,3,237,146
1323,3,203,147
1324,3,128,148
1325,3,241,149
1326,3,240,150
1327,3,126,151
1328,3,238,152
1329,3,124,153
1330,3,239,154
1331,3,125,155
1332,3,122,156
1333,3,235,157
1334,3,83,158
1335,3,177,159
1336,3,178,160
1337,3,211,161
1338,3,72,162
1339,3,73,163
1340,3,98,164
1341,3,99,165
1342,3,213,166
1343,3,120,167
1344,3,121,168
1345,3,90,169
1346,3,91,170
1347,3,222,171
1348,3,223,172
1349,3,224,173
1350,3,170,174
1351,3,171,175
1352,3,86,176
1353,3,87,177
1354,3,108,178
1355,3,114,179
1356,3,133,180
1357,3,134,181
1358,3,135,182
1359,3,136,183
1360,3,196,184
1361,3,197,185
1362,3,116,186
1363,3,117,187
1364,3,230,188
1365,3,207,189
1366,3,225,190
1367,3,220,191
1368,3,221,192
1369,3,216,193
1370,3,217,194
1371,3,231,195
1372,3,232,196
1373,3,226,197
1374,3,227,198
1375,3,84,199
1376,3,85,200
1377,3,77,201
1378,3,78,202
1379,3,104,203
1380,3,105,204
1381,3,115,205
1382,3,111,206
1383,3,112,207
1384,3,198,208
1385,3,228,209
1386,3,229,210
1387,3,218,211
1388,3,219,212
1389,3,215,213
1390,3,200,214
1391,3,137,215
1392,3,233,216
1393,3,113,217
1394,3,242,218
1395,3,131,219
1396,3,138,220
1397,3,139,221
1398,3,140,222
1399,3,141,223
1400,3,142,224
1401,3,143,225
1402,3,1,226
1403,3,2,227
1404,3,3,228
1405,3,4,229
1406,3,5,230
1407,3,6,231
1408,3,7,232
1409,3,8,233
1410,3,9,234
1411,3,144,235
1412,3,145,236
1413,3,146,237
1414,3,243,238
1415,3,244,239
1416,3,245,240
1417,3,147,241
1418,3,148,242
1419,3,149,243
1420,3,246,244
1421,3,247,245
1422,3,248,246
1423,3,249,247
1424,3,250,248
1425,3,150,249
1426,3,151,250
1427,3,251,251
1428,4,252,1
1429,4,253,2
1430,4,254,3
1431,4,255,4
1432,4,256,5
1433,4,257,6
1434,4,258,7
1435,4,259,8
1436,4,260,9
1437,4,261,10
1438,4,262,11
1439,4,263,12
1440,4,264,13
1441,4,265,14
1442,4,266,15
1443,4,267,16
1444,4,268,17
1445,4,269,18
1446,4,270,19
1447,4,271,20
1448,4,272,21
1449,4,273,22
1450,4,274,23
1451,4,275,24
1452,4,276,25
1453,4,277,26
1454,4,278,27
1455,4,279,28
1456,4,280,29
1457,4,281,30
1458,4,282,31
1459,4,283,32
1460,4,284,33
1461,4,285,34
1462,4,286,35
1463,4,287,36
1464,4,288,37
1465,4,289,38
1466,4,63,39
1467,4,64,40
1468,4,65,41
1469,4,290,42
1470,4,291,43
1471,4,292,44
1472,4,293,45
1473,4,294,46
1474,4,295,47
1475,4,296,48
1476,4,297,49
1477,4,118,50
1478,4,119,51
1479,4,129,52
1480,4,130,53
1481,4,298,54
1482,4,183,55
1483,4,184,56
1484,4,74,57
1485,4,75,58
1486,4,76,59
1487,4,299,60
1488,4,300,61
1489,4,301,62
1490,4,41,63
1491,4,42,64
1492,4,169,65
1493,4,72,66
1494,4,73,67
1495,4,302,68
1496,4,303,69
1497,4,304,70
1498,4,305,71
1499,4,306,72
1500,4,66,73
1501,4,67,74
1502,4,68,75
1503,4,307,76
1504,4,308,77
1505,4,309,78
1506,4,310,79
1507,4,311,80
1508,4,312,81
1509,4,81,82
1510,4,82,83
1511,4,100,84
1512,4,101,85
1513,4,313,86
1514,4,314,87
1515,4,43,88
1516,4,44,89
1517,4,45,90
1518,4,182,91
1519,4,84,92
1520,4,85,93
1521,4,315,94
1522,4,316,95
1523,4,317,96
1524,4,318,97
1525,4,319,98
1526,4,320,99
1527,4,321,100
1528,4,322,101
1529,4,323,102
1530,4,218,103
1531,4,219,104
1532,4,324,105
1533,4,88,106
1534,4,89,107
1535,4,109,108
1536,4,110,109
1537,4,325,110
1538,4,326,111
1539,4,27,112
1540,4,28,113
1541,4,327,114
1542,4,227,115
1543,4,328,116
1544,4,329,117
1545,4,330,118
1546,4,331,119
1547,4,332,120
1548,4,333,121
1549,4,334,122
1550,4,335,123
1551,4,336,124
1552,4,337,125
1553,4,338,126
1554,4,339,127
1555,4,340,128
1556,4,341,129
1557,4,342,130
1558,4,343,131
1559,4,344,132
1560,4,345,133
1561,4,346,134
1562,4,347,135
1563,4,348,136
1564,4,174,137
1565,4,39,138
1566,4,40,139
1567,4,349,140
1568,4,350,141
1569,4,351,142
1570,4,120,143
1571,4,121,144
1572,4,352,145
1573,4,353,146
1574,4,354,147
1575,4,355,148
1576,4,356,149
1577,4,357,150
1578,4,358,151
1579,4,359,152
1580,4,37,153
1581,4,38,154
1582,4,172,155
1583,4,25,156
1584,4,26,157
1585,4,54,158
1586,4,55,159
1587,4,360,160
1588,4,202,161
1589,4,177,162
1590,4,178,163
1591,4,203,164
1592,4,231,165
1593,4,232,166
1594,4,127,167
1595,4,214,168
1596,4,111,169
1597,4,112,170
1598,4,361,171
1599,4,362,172
1600,4,363,173
1601,4,364,174
1602,4,365,175
1603,4,366,176
1604,4,367,177
1605,4,368,178
1606,4,369,179
1607,4,222,180
1608,4,170,181
1609,4,171,182
1610,4,370,183
1611,4,116,184
1612,4,117,185
1613,4,230,186
1614,4,371,187
1615,4,372,188
1616,4,373,189
1617,4,374,190
1618,4,375,191
1619,4,376,192
1620,4,377,193
1621,4,378,194
1622,4,379,195
1623,4,380,196
1624,4,381,197
1625,4,382,198
1626,4,383,199
1627,4,384,200
1628,4,385,201
1629,4,386,202
1630,5,387,1
1631,5,388,2
1632,5,389,3
1633,5,390,4
1634,5,391,5
1635,5,392,6
1636,5,393,7
1637,5,394,8
1638,5,395,9
1639,5,396,10
1640,5,397,11
1641,5,398,12
1642,5,399,13
1643,5,400,14
1644,5,401,15
1645,5,402,16
1646,5,403,17
1647,5,404,18
1648,5,405,19
1649,5,63,20
1650,5,64,21
1651,5,65,22
1652,5,129,23
1653,5,130,24
1654,5,406,25
1655,5,315,26
1656,5,407,27
1657,5,41,28
