id,area_id,creature_id,method_id,min_level,max_level,chance,max_chance
1283,16,35,1,38,38,10,27
1287,16,35,1,39,39,4,27
1288,16,35,1,40,40,1,27
1290,16,35,1,36,36,10,20
1294,16,41,5,20,40,30,90
1296,16,41,5,20,30,30,90
1301,16,42,1,39,39,10,20
1303,16,42,5,30,40,4,20
1305,16,42,1,37,37,10,37
1310,16,42,1,38,38,1,37
1313,16,42,5,20,40,1,37
1316,16,67,1,39,39,10,10
1319,16,75,1,38,38,20,30
1320,16,75,1,36,36,10,30
1335,16,129,2,4,6,60,155
1336,16,129,2,3,7,30,155
1338,16,129,2,5,10,4,155
1339,16,129,2,5,15,1,155
1340,16,129,3,15,20,40,155
1341,16,129,3,10,25,15,155
1344,16,130,4,30,40,40,55
1345,16,130,4,40,55,15,55
1346,16,130,4,30,55,40,40
1348,16,147,4,15,20,40,40
1349,16,147,4,15,25,40,40
1352,16,148,4,15,35,4,5
1353,16,148,4,15,40,1,5
1354,16,148,4,20,40,4,5
1355,16,148,4,35,55,1,5
1356,16,299,1,37,37,5,5
1360,16,308,1,37,37,10,30
1361,16,308,1,39,39,10,30
1365,16,337,1,39,39,4,8
1367,16,337,1,38,38,4,8
1371,16,338,1,39,39,4,8
1373,16,338,1,38,38,4,8
1380,16,339,3,15,20,40,45
1382,16,339,3,10,25,1,45
1383,16,340,4,20,50,15,15
1386,16,433,1,39,39,5,10
1387,16,433,1,40,40,5,10
1388,16,433,1,36,36,5,22
1393,16,433,1,38,38,1,22
1400,16,437,1,40,40,20,37
1404,16,437,1,38,38,4,37
1405,16,437,1,39,39,1,37
1406,16,437,1,37,37,20,20
1413,17,35,1,38,38,10,27
1417,17,35,1,39,39,4,27
1418,17,35,1,40,40,1,27
1420,17,35,1,36,36,10,20
1422,17,42,1,39,39,10,10
1423,17,42,1,37,37,10,27
1428,17,42,1,38,38,1,27
1431,17,67,1,39,39,10,10
1434,17,75,1,38,38,20,30
1435,17,75,1,36,36,10,30
1436,17,299,1,37,37,5,5
1440,17,308,1,37,37,10,30
1441,17,308,1,39,39,10,30
1445,17,337,1,39,39,4,8
1447,17,337,1,38,38,4,8
1451,17,338,1,39,39,4,8
1453,17,338,1,38,38,4,8
1455,17,358,1,40,40,5,5
1456,17,358,1,39,39,1,1
1458,17,433,1,40,40,5,5
1459,17,433,1,36,36,5,21
1463,17,433,1,38,38,4,21
1470,17,437,1,40,40,20,37
1474,17,437,1,38,38,4,37
1475,17,437,1,39,39,1,37
1476,17,437,1,37,37,20,20
1483,18,35,1,40,40,10,27
1487,18,35,1,41,41,4,27
1488,18,35,1,42,42,1,27
1490,18,35,1,36,36,10,20
1492,18,42,1,41,41,10,10
1493,18,42,1,37,37,10,27
1498,18,42,1,38,38,1,27
1500,18,67,1,41,41,10,10
1501,18,67,1,39,39,10,10
1503,18,75,1,40,40,20,20
1504,18,75,1,38,38,20,30
1505,18,75,1,36,36,10,30
1506,18,299,1,37,37,5,5
1508,18,308,1,41,41,10,10
1510,18,308,1,37,37,10,30
1511,18,308,1,39,39,10,30
1514,18,337,1,40,40,4,8
1515,18,337,1,41,41,4,8
1516,18,337,1,38,38,4,8
1517,18,337,1,39,39,4,8
1520,18,338,1,40,40,4,8
1521,18,338,1,41,41,4,8
1522,18,338,1,38,38,4,8
1523,18,338,1,39,39,4,8
1526,18,358,1,41,41,5,10
1527,18,358,1,42,42,5,10
1531,18,358,1,39,39,4,17
1532,18,358,1,40,40,1,17
1533,18,433,1,36,36,5,5
1540,18,437,1,42,42,20,37
1544,18,437,1,40,40,4,37
1545,18,437,1,41,41,1,37
1546,18,437,1,37,37,20,20
1553,19,35,1,40,40,10,27
1557,19,35,1,41,41,4,27
1558,19,35,1,42,42,1,27
1560,19,35,1,36,36,10,20
1562,19,42,1,41,41,10,10
1563,19,42,1,37,37,10,27
1568,19,42,1,38,38,1,27
1570,19,67,1,41,41,10,10
1571,19,67,1,39,39,10,10
1573,19,75,1,40,40,20,20
1574,19,75,1,38,38,20,30
1575,19,75,1,36,36,10,30
1576,19,299,1,37,37,5,5
1578,19,308,1,41,41,10,10
1580,19,308,1,37,37,10,30
1581,19,308,1,39,39,10,30
1585,19,337,1,41,41,4,8
1586,19,337,1,38,38,4,8
1587,19,337,1,40,40,4,8
1591,19,338,1,41,41,4,8
1592,19,338,1,38,38,4,8
1593,19,338,1,40,40,4,8
1597,19,358,1,42,42,5,10
1598,19,358,1,39,39,5,22
1602,19,358,1,40,40,4,22
1603,19,358,1,41,41,1,22
1610,19,437,1,42,42,20,37
1614,19,437,1,40,40,4,37
1615,19,437,1,41,41,1,37
1616,19,437,1,37,37,20,20
1623,20,35,1,38,38,10,27
1627,20,35,1,39,39,4,27
1628,20,35,1,40,40,1,27
1630,20,35,1,36,36,10,20
1632,20,42,1,39,39,10,10
1633,20,42,1,37,37,10,27
1638,20,42,1,38,38,1,27
1640,20,67,1,40,40,10,10
1641,20,67,1,39,39,10,10
1644,20,75,1,40,40,20,40
1645,20,75,1,39,39,20,40
1646,20,75,1,37,37,20,50
1647,20,75,1,38,38,20,50
1648,20,75,1,36,36,10,50
1649,20,299,1,37,37,5,5
1651,20,308,1,40,40,10,10
1653,20,308,1,37,37,10,30
1654,20,308,1,39,39,10,30
1657,20,337,1,40,40,4,8
1658,20,337,1,39,39,4,8
1660,20,337,1,38,38,4,8
1663,20,338,1,40,40,4,8
1664,20,338,1,39,39,4,8
1666,20,338,1,38,38,4,8
1670,20,433,1,40,40,5,10
1671,20,433,1,36,36,5,22
1676,20,433,1,38,38,1,22
1685,20,437,1,40,40,4,17
1686,20,437,1,39,39,1,17
1690,21,35,1,30,30,10,15
1691,21,35,1,31,31,4,15
1694,21,35,1,32,32,10,20
1697,21,42,1,32,32,10,20
1698,21,42,1,31,31,10,20
1699,21,42,1,33,33,10,15
1701,21,42,1,34,34,1,15
1703,21,67,1,31,31,10,10
1704,21,67,1,35,35,10,10
1706,21,75,1,31,31,20,20
1707,21,75,1,34,34,20,30
1708,21,75,1,32,32,10,30
1709,21,299,1,33,33,5,5
1713,21,307,1,31,31,20,25
1715,21,307,1,32,32,1,25
1717,21,307,1,33,33,10,30
1718,21,307,1,35,35,10,30
1722,21,433,1,30,30,5,10
1723,21,433,1,32,32,5,10
1725,21,433,1,34,34,1,10
1726,21,436,1,33,33,20,20
1731,22,41,1,12,12,10,30
1732,22,41,1,13,13,10,30
1733,22,41,1,14,14,10,15
1735,22,41,1,15,15,1,15
1737,22,66,1,13,13,10,10
1738,22,66,1,16,16,10,10
1744,22,74,1,12,12,10,40
1745,22,74,1,15,15,20,30
1746,22,74,1,13,13,10,30
1754,22,173,1,14,14,4,29
1756,22,173,1,12,12,1,29
1758,22,173,1,13,13,10,20
1759,22,299,1,14,14,5,5
1767,22,307,1,13,13,20,41
1775,22,307,1,14,14,10,30
1776,22,307,1,16,16,10,30
1781,22,433,1,13,13,5,10
1783,22,433,1,15,15,1,10
1784,22,436,1,14,14,20,20
1788,23,35,1,30,30,10,15
1789,23,35,1,31,31,4,15
1792,23,35,1,32,32,10,20
1796,23,41,5,20,40,30,90
1798,23,41,5,20,30,30,90
1804,23,42,1,32,32,10,30
1805,23,42,1,31,31,10,30
1807,23,42,5,30,40,4,30
1809,23,42,1,33,33,10,25
1811,23,42,1,34,34,1,25
1814,23,42,5,20,40,1,25
1816,23,67,1,31,31,10,10
1817,23,67,1,35,35,10,10
1819,23,75,1,31,31,20,20
1820,23,75,1,34,34,20,30
1821,23,75,1,32,32,10,30
1829,23,129,2,4,6,60,155
1830,23,129,2,3,7,30,155
1836,23,129,2,3,6,60,155
1837,23,129,2,4,7,30,155
1839,23,129,2,5,10,4,155
1840,23,129,2,5,15,1,155
1841,23,129,3,15,20,40,155
1842,23,129,3,10,25,15,155
1847,23,130,4,30,40,40,55
1848,23,130,4,40,55,15,55
1849,23,299,1,33,33,5,5
1853,23,307,1,31,31,20,25
1855,23,307,1,32,32,1,25
1857,23,307,1,33,33,10,30
1858,23,307,1,35,35,10,30
1865,23,339,3,15,20,40,45
1867,23,339,3,10,25,1,45
1873,23,340,4,20,50,1,45
1874,23,340,4,30,40,40,45
1876,23,340,4,40,55,1,45
1879,23,349,31,10,20,50,50
1883,23,433,1,30,30,5,10
1884,23,433,1,32,32,5,10
1886,23,433,1,34,34,1,10
1887,23,436,1,33,33,20,20
1890,24,24,1,26,26,4,8
1891,24,24,1,24,24,4,8
1893,24,24,1,30,30,4,8
1897,24,46,1,26,26,5,10
1898,24,46,1,28,28,5,10
1899,24,46,1,30,30,5,10
1916,24,54,1,26,26,4,45
1921,24,54,1,24,24,4,45
1923,24,54,5,20,40,1,45
1927,24,55,1,26,26,5,10
1931,24,102,1,26,26,5,10
1932,24,102,1,28,28,5,10
1933,24,102,1,30,30,5,10
1939,24,114,1,31,31,1,31
1940,24,114,1,28,28,5,31
1941,24,114,1,30,30,5,31
1945,24,115,1,26,26,5,10
1946,24,115,1,28,28,5,10
1947,24,115,1,30,30,5,10
1955,24,129,2,4,6,60,155
1956,24,129,2,3,7,30,155
1962,24,129,2,3,6,60,155
1963,24,129,2,4,7,30,155
1965,24,129,2,5,10,4,155
1966,24,129,2,5,15,1,155
1967,24,129,3,15,20,40,155
1968,24,129,3,10,25,15,155
1973,24,130,3,15,30,1,20
1974,24,130,4,40,55,15,20
1975,24,130,4,30,55,40,40
1977,24,163,1,24,24,10,10
1979,24,164,1,26,26,10,10
1980,24,164,1,28,28,10,20
1981,24,164,1,30,30,10,20
1987,24,183,1,25,25,10,55
1989,24,183,5,20,30,30,55
1991,24,183,1,26,26,5,55
1995,24,193,1,26,26,5,10
2001,24,193,1,31,31,1,31
2002,24,193,1,28,28,5,31
2003,24,193,1,30,30,5,31
2008,24,194,1,24,24,20,90
2011,24,194,1,26,26,5,90
2013,24,194,1,29,29,10,140
2017,24,194,5,20,30,30,140
2018,24,194,1,28,28,5,140
2019,24,194,1,30,30,5,140
2025,24,195,1,25,25,10,30
2029,24,195,1,26,26,5,30
2033,24,195,5,20,40,1,30
2034,24,195,1,28,28,5,30
2035,24,195,1,30,30,5,30
2039,24,285,1,26,26,5,10
2040,24,285,1,28,28,5,10
2041,24,285,1,30,30,5,10
2045,24,298,1,24,24,1,11
2047,24,298,1,26,26,5,11
2051,24,315,1,26,26,5,10
2055,24,316,1,26,26,5,10
2056,24,316,1,28,28,5,10
2057,24,316,1,30,30,5,10
2061,24,318,4,15,20,40,45
2063,24,318,4,15,30,1,45
2064,24,318,4,30,40,40,45
2066,24,318,4,40,55,1,45
2069,24,339,3,15,20,40,45
2071,24,339,3,10,25,1,45
2073,24,340,4,30,55,40,40
2074,24,340,4,20,50,15,15
2075,24,352,1,28,28,5,10
2076,24,352,1,30,30,5,10
2081,24,357,1,28,28,5,50
2082,24,357,1,30,30,5,50
2086,24,396,1,26,26,10,20
2090,24,397,1,26,26,5,10
2096,24,399,1,26,26,5,11
2100,24,400,1,25,25,20,30
2102,24,400,1,26,26,5,30
2103,24,400,1,28,28,20,20
2107,24,406,1,24,24,10,20
2111,24,451,1,26,26,5,10
2112,24,451,1,28,28,5,10
2113,24,451,1,30,30,5,10
2117,24,452,1,26,26,5,10
2118,24,452,1,28,28,5,10
2119,24,452,1,30,30,5,10
2123,24,453,1,26,26,5,10
2124,24,453,1,28,28,5,10
2125,24,453,1,30,30,5,10
2129,24,454,1,26,26,5,10
2130,24,454,1,28,28,5,10
2131,24,454,1,30,30,5,10
2135,24,455,1,26,26,5,10
2136,24,455,1,28,28,5,10
2137,24,455,1,30,30,5,10
2140,25,24,1,26,26,4,8
2141,25,24,1,24,24,4,8
2143,25,24,1,30,30,4,8
2147,25,46,1,26,26,5,10
2148,25,46,1,28,28,5,10
2149,25,46,1,30,30,5,10
2166,25,54,1,26,26,4,45
2171,25,54,1,24,24,4,45
2173,25,54,5,20,40,1,45
2177,25,55,1,26,26,5,10
2181,25,102,1,26,26,5,10
2182,25,102,1,28,28,5,10
2183,25,102,1,30,30,5,10
2189,25,114,1,31,31,1,31
2190,25,114,1,28,28,5,31
2191,25,114,1,30,30,5,31
2195,25,115,1,26,26,5,10
2196,25,115,1,28,28,5,10
2197,25,115,1,30,30,5,10
2205,25,129,2,4,6,60,155
2206,25,129,2,3,7,30,155
2212,25,129,2,3,6,60,155
2213,25,129,2,4,7,30,155
2215,25,129,2,5,10,4,155
2216,25,129,2,5,15,1,155
2217,25,129,3,15,20,40,155
2218,25,129,3,10,25,15,155
2223,25,130,3,15,30,1,20
2224,25,130,4,40,55,15,20
2225,25,130,4,30,55,40,40
2227,25,163,1,24,24,10,10
2229,25,164,1,26,26,10,10
2230,25,164,1,28,28,10,20
2231,25,164,1,30,30,10,20
2237,25,183,1,25,25,10,55
2239,25,183,5,20,30,30,55
2241,25,183,1,26,26,5,55
2245,25,193,1,26,26,5,10
2251,25,193,1,31,31,1,31
2252,25,193,1,28,28,5,31
2253,25,193,1,30,30,5,31
2258,25,194,1,24,24,20,90
2261,25,194,1,26,26,5,90
2263,25,194,1,29,29,10,140
2267,25,194,5,20,30,30,140
2268,25,194,1,28,28,5,140
2269,25,194,1,30,30,5,140
2275,25,195,1,25,25,10,30
2279,25,195,1,26,26,5,30
2283,25,195,5,20,40,1,30
2284,25,195,1,28,28,5,30
2285,25,195,1,30,30,5,30
2289,25,285,1,26,26,5,10
2290,25,285,1,28,28,5,10
2291,25,285,1,30,30,5,10
2295,25,298,1,24,24,1,11
2297,25,298,1,26,26,5,11
2301,25,315,1,26,26,5,10
2305,25,316,1,26,26,5,10
2306,25,316,1,28,28,5,10
2307,25,316,1,30,30,5,10
2311,25,318,4,15,20,40,45
2313,25,318,4,15,30,1,45
2314,25,318,4,30,40,40,45
2316,25,318,4,40,55,1,45
2319,25,339,3,15,20,40,45
2321,25,339,3,10,25,1,45
